"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","Ferdi","Final Fantasy VII","","$3,330.0","(None)"
"1 - Bid option","KartSeven","Final Fantasy VII","","$1,622.0","(None)"
"1 - Bid option","Sharky","Final Fantasy VII","","$730.7","(None)"
"1 - Bid option","Framboisier","Final Fantasy VII","","$450.0","(None)"
"1 - Bid option","ProdCloud","Final Fantasy VII","","$117.0","(None)"
"1 - Bid option","Kirito","Final Fantasy VII","","$92.1","(None)"
"0 - Donation Goal","Defeat Sephiroth with Omnislash incentive","Final Fantasy VII","Donation incentive to have the runner use Omnislash for the final blow to defeat Sephiroth.","$5,140.52","$3,000.00"
"0 - Bid War","Red XIII name Bid War","Final Fantasy VII","Bid war to name Red XIII (9 characters max)","$12,841.44","(None)"
"1 - Bid option","Khonor","Final Fantasy VII","","$4,988.0","(None)"
"1 - Bid option","Red DII","Final Fantasy VII","","$4,169.8","(None)"
"1 - Bid option","Doge","Final Fantasy VII","","$2,631.0","(None)"
"1 - Bid option","FrankerZ","Final Fantasy VII","","$689.5","(None)"
"1 - Bid option","Cocoa","Final Fantasy VII","","$275.0","(None)"
"1 - Bid option","Cyanide","Final Fantasy VII","","$88.0","(None)"
"0 - Bid War","Tifa Name Bid War","Final Fantasy VII","Bid war to name Tifa (9 characters max)","$9,149.02","(None)"
"1 - Bid option","TOJISUX","Final Fantasy VII","","$4,536.6","(None)"
"1 - Bid option","Miltank","Final Fantasy VII","","$1,625.3","(None)"
"1 - Bid option","Husbando","Final Fantasy VII","","$1,486.0","(None)"
"1 - Bid option","Dreamboum","Final Fantasy VII","","$1,247.0","(None)"
"1 - Bid option","Kasey","Final Fantasy VII","","$166.0","(None)"
"1 - Bid option","KartSeven","Final Fantasy VII","","$56.0","(None)"
"1 - Bid option","CaroleQ","Final Fantasy VII","","$32.0","(None)"
"0 - Donation Goal","Use Aerith during final battles incentive","Final Fantasy VII","Donation incentive to have the runner use Aerith during the final battles.","$5,209.91","$5,000.00"
"0 - Bid War","Save or Kill The Animals","Super Metroid","Bid War to Either Save or Kill The Animals","$356,252.60","(None)"
"1 - Bid option","Save The Animals","Super Metroid","","$180,330.9","(None)"
"1 - Bid option","Kill The Animals","Super Metroid","","$175,921.6","(None)"
"0 - Donation Goal","All Child Dungeons Blindfolded","The Legend of Zelda: Ocarina of Time","Runnerguy puts on a blindfold and beats all child dungeons and get the Ocarina.","$83,019.72","$75,000.00"
"0 - Bid War","Best Zelda Game","The Legend of Zelda: Ocarina of Time","","$44,773.85","(None)"
"1 - Bid option","Ocarina of Time","The Legend of Zelda: Ocarina of Time","","$11,927.9","(None)"
"1 - Bid option","Link to the Past","The Legend of Zelda: Ocarina of Time","","$8,127.4","(None)"
"1 - Bid option","Die Hard","The Legend of Zelda: Ocarina of Time","","$5,035.4","(None)"
"1 - Bid option","Wind Waker","The Legend of Zelda: Ocarina of Time","","$4,897.4","(None)"
"1 - Bid option","Majora&#39;s Mask","The Legend of Zelda: Ocarina of Time","","$4,494.5","(None)"
"1 - Bid option","Binding of Isaac","The Legend of Zelda: Ocarina of Time","","$1,449.1","(None)"
"1 - Bid option","Link&#39;s Awakening","The Legend of Zelda: Ocarina of Time","","$1,127.6","(None)"
"1 - Bid option","Twilight Princess","The Legend of Zelda: Ocarina of Time","","$1,113.3","(None)"
"1 - Bid option","Oracle of Seasons","The Legend of Zelda: Ocarina of Time","","$729.5","(None)"
"1 - Bid option","Skyward Sword","The Legend of Zelda: Ocarina of Time","","$635.4","(None)"
"1 - Bid option","Donkey Kong","The Legend of Zelda: Ocarina of Time","","$598.6","(None)"
"1 - Bid option","Zelda II: The Adventure of Link","The Legend of Zelda: Ocarina of Time","","$582.0","(None)"
"1 - Bid option","Okami","The Legend of Zelda: Ocarina of Time","","$514.0","(None)"
"1 - Bid option","The Legend of Zelda","The Legend of Zelda: Ocarina of Time","","$496.4","(None)"
"1 - Bid option","saving the animals","The Legend of Zelda: Ocarina of Time","","$418.5","(None)"
"1 - Bid option","Four Swords","The Legend of Zelda: Ocarina of Time","","$408.1","(None)"
"1 - Bid option","Minish Cap","The Legend of Zelda: Ocarina of Time","","$358.2","(None)"
"1 - Bid option","Hyrule Warriors","The Legend of Zelda: Ocarina of Time","","$357.0","(None)"
"1 - Bid option","Link Between Worlds","The Legend of Zelda: Ocarina of Time","","$288.2","(None)"
"1 - Bid option","Beyond Oasis","The Legend of Zelda: Ocarina of Time","","$218.0","(None)"
"1 - Bid option","Crusader of Centy","The Legend of Zelda: Ocarina of Time","","$165.5","(None)"
"1 - Bid option","Link: The Faces of Evil","The Legend of Zelda: Ocarina of Time","","$122.0","(None)"
"1 - Bid option","Tingle&#39;s Rosy Rupeeland","The Legend of Zelda: Ocarina of Time","","$117.0","(None)"
"1 - Bid option","Zelda: The Wand of Gamelon","The Legend of Zelda: Ocarina of Time","","$102.6","(None)"
"1 - Bid option","Soul Calibur 2","The Legend of Zelda: Ocarina of Time","","$76.0","(None)"
"1 - Bid option","Zelda Wii U","The Legend of Zelda: Ocarina of Time","","$76.0","(None)"
"1 - Bid option","Phantom Hourglass","The Legend of Zelda: Ocarina of Time","","$70.7","(None)"
"1 - Bid option","Ittle Dew","The Legend of Zelda: Ocarina of Time","","$66.0","(None)"
"1 - Bid option","Spirit Tracks","The Legend of Zelda: Ocarina of Time","","$55.6","(None)"
"1 - Bid option","Fortune Summoners: Secret of the Elemental Stone","The Legend of Zelda: Ocarina of Time","","$46.0","(None)"
"1 - Bid option","Lufia II","The Legend of Zelda: Ocarina of Time","","$37.0","(None)"
"1 - Bid option","Link to the Past DX","The Legend of Zelda: Ocarina of Time","","$31.0","(None)"
"1 - Bid option","Oracle of Ages","The Legend of Zelda: Ocarina of Time","","$31.0","(None)"
"0 - Bid War","File Name Bid War","The Legend of Zelda: Ocarina of Time","Bid war for the file name. (8 character limit max)","$11,844.46","(None)"
"1 - Bid option","Bob","The Legend of Zelda: Ocarina of Time","","$3,253.0","(None)"
"1 - Bid option","0xwas941","The Legend of Zelda: Ocarina of Time","","$3,175.9","(None)"
"1 - Bid option","LeBlanc","The Legend of Zelda: Ocarina of Time","","$1,271.3","(None)"
"1 - Bid option","Becky","The Legend of Zelda: Ocarina of Time","","$1,262.0"," (None)"
"1 - Bid option","Animals","The Legend of Zelda: Ocarina of Time","","$695.0","(None)"
"1 - Bid option","frnkrZFG","The Legend of Zelda: Ocarina of Time","","$622.0","(None)"
"1 - Bid option","\xe3\x82\xb7 (japanese katakana for &#39;shi&#39;)","The Legend of Zelda: Ocarina of Time","","$577.6","(None)"
"1 - Bid option","Bruh","The Legend of Zelda: Ocarina of Time","","$405.0","(None)"
"1 - Bid option","JodenWR","The Legend of Zelda: Ocarina of Time","","$142.0","(None)"
"1 - Bid option","Lingk","The Legend of Zelda: Ocarina of Time","","$115.0","(None)"
"1 - Bid option","WeekAgo","The Legend of Zelda: Ocarina of Time","","$114.4","(None)"
"1 - Bid option","SoSmug","The Legend of Zelda: Ocarina of Time","","$86.0","(None)"
"1 - Bid option","NEILxAYA","The Legend of Zelda: Ocarina of Time","","$75.0","(None)"
"1 - Bid option","Longshot","The Legend of Zelda: Ocarina of Time","","$50.0","(None)"
"0 - Donation Goal","Melee Finals and Adventure Mode speedrun","The Legend of Zelda: Ocarina of Time","Bonus stream will be kicked off at 12:00 PM EST with Super Smash Bros. Melee finals and an adventure mode speedrun by Fuzzyness.","$28,868.13","$20,000.00"
"0 - Donation Goal","OoT Glitch Exhibition","The Legend of Zelda: Ocarina of Time","An extensive demonstration of the funniest, wackiest, and most nonsensical glitches in Ocarina of Time that you would never see in a speedrun! Will be done right before 100% OoT Run!","$47,949.90","$25,000.00"
"0 - Bid War","Worst Zelda Game","The Legend of Zelda: Ocarina of Time","","$5,859.37","(None)"
"1 - Bid option","Zelda: The Wand of Gamelon","The Legend of Zelda: Ocarina of Time","","$2,859.1","(None)"
"1 - Bid option","Zelda II: Adventure of Link","The Legend of Zelda: Ocarina of Time","","$884.0","(None)"
"1 - Bid option","Skyward Sword","The Legend of Zelda: Ocarina of Time","","$414.7","(None)"
"1 - Bid option","Wind Waker","The Legend of Zelda: Ocarina of Time","","$356.4","(None)"
"1 - Bid option","Majora&#39;s Mask","The Legend of Zelda: Ocarina of Time","","$152.0","(None)"
"1 - Bid option","Zelda&#39;s Adventure","The Legend of Zelda: Ocarina of Time","","$143.0","(None)"
"1 - Bid option","Link&#39;s Crossbow Training","The Legend of Zelda: Ocarina of Time","","$138.0","(None)"
"1 - Bid option","Twilight Princess","The Legend of Zelda: Ocarina of Time","","$136.0","(None)"
"1 - Bid option","Link&#39;s Awakening","The Legend of Zelda: Ocarina of Time","","$130.0","(None)"
"1 - Bid option","Ocarina of Time","The Legend of Zelda: Ocarina of Time","","$123.0","(None)"
"1 - Bid option","A Link to the Past","The Legend of Zelda: Ocarina of Time","","$101.0","(None)"
"1 - Bid option","Minish Cap","The Legend of Zelda: Ocarina of Time","","$101.0","(None)"
"1 - Bid option","Spirit Tracks","The Legend of Zelda: Ocarina of Time","","$77.5","(None)"
"1 - Bid option","Link: The Faces of Evil","The Legend of Zelda: Ocarina of Time","","$75.0","(None)"
"1 - Bid option","Hyrule Warriors","The Legend of Zelda: Ocarina of Time","","$53.0","(None)"
"1 - Bid option","Phantom Hourglass","The Legend of Zelda: Ocarina of Time","","$39.0","(None)"
"1 - Bid option","Four Swords","The Legend of Zelda: Ocarina of Time","","$36.0","(None)"
"1 - Bid option","Zelda Game and Watch","The Legend of Zelda: Ocarina of Time","","$26.0","(None)"
"1 - Bid option","Oracle Of Ages","The Legend of Zelda: Ocarina of Time","","$5.0","(None)"
"1 - Bid option","Oracle of Seasons","The Legend of Zelda: Ocarina of Time","","$5.0","(None)"
"1 - Bid option","Link Between Worlds","The Legend of Zelda: Ocarina of Time","","$2.5","(None)"
"1 - Bid option","Soul Calibur 2","The Legend of Zelda: Ocarina of Time","","$1.0","(None)"
"1 - Bid option","The Legend of Zelda","The Legend of Zelda: Ocarina of Time","","$1.0","(None)"
"0 - Donation Goal","Glitched run of Pokemon Green by Shenanagans","","Shenangans runs Pokemon Green before the return of TASBot.","$3,609.12","$2,000.00"
"0 - Donation Goal","TASBot: Pokemon Plays Twitch, part 2","","If the TASbot blew your mind earlier in the week, it has one more amazing trick up its sleeve. Using the power of Twitch chat, a Super Nintendo will do something you never thought possible and might change your life forever. Be a part of history as an old console attempts to take over the known universe.","$38,434.43","$30,000.00"
