"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","Hunchback of Notre Dame - Hellfire","Kingdom Hearts II Final Mix","","$0.0","(None)"
"1 - Bid option","Mulan - I&#39;ll Make a Man out of You","Kingdom Hearts II Final Mix","","$0.0","(None)"
"0 - Donation Goal","BONUS GAME: Kingdom Hearts II Final Mix","Kingdom Hearts II Final Mix","Replace SETUP BLOCK 3 with a LV1 Data Org RTA run of Kingdom Hearts II Final Mix by Bl00dyBizkitz.","$30,505.88","$30,000.00"
"0 - Bid War","Choose Run Category","Metroid Fusion","Choose the category for the Metroid Fusion run. 100% vs 0%.","$24,068.92","(None)"
"1 - Bid option","0% run","Metroid Fusion","","$15,592.9","(None)"
"1 - Bid option","100% run","Metroid Fusion","","$8,475.9","(None)"
"0 - Bid War","Save or Kill the Animals","Super Metroid","Save the frames vs Save the animals, your choice.","$264,939.00","(None)"
"1 - Bid option","Save the Animals","Super Metroid","","$136,596.6","(None)"
"1 - Bid option","Kill the Animals","Super Metroid","","$128,342.3","(None)"
"0 - Bid War","Aeris&#39;s Name","Final Fantasy VII","Choose the name given to Aeris for the Final Fantasy VII run. 9 characters.","$9,126.43","(None)"
"1 - Bid option","COOLRANCH","Final Fantasy VII","","$3,333.5","(None)"
"1 - Bid option","Aerith","Final Fantasy VII","","$2,925.5","(None)"
"1 - Bid option","SPOILER","Final Fantasy VII","","$813.4","(None)"
"1 - Bid option","Bucket","Final Fantasy VII","","$537.0","(None)"
"1 - Bid option","Bullseye","Final Fantasy VII","","$231.0","(None)"
"1 - Bid option","ImGonaDie","Final Fantasy VII","","$230.0","(None)"
"1 - Bid option","RedShirt","Final Fantasy VII","","$220.0","(None)"
"1 - Bid option","SeanBean","Final Fantasy VII","","$190.5","(None)"
"1 - Bid option","Pastilda","Final Fantasy VII","","$130.0","(None)"
"1 - Bid option","Mama","Final Fantasy VII","","$115.0","(None)"
"1 - Bid option","Denice","Final Fantasy VII","","$110.0","(None)"
"1 - Bid option","Alice","Final Fantasy VII","","$80.4","(None)"
"1 - Bid option","I LIVE","Final Fantasy VII","","$75.0","(None)"
"1 - Bid option","Tifa","Final Fantasy VII","","$50.0","(None)"
"0 - Bid War","Barret&#39;s Name","Final Fantasy VII","Choose the name given to Barret for the Final Fantasy VII run. 9 characters.","$5,922.88","(None)"
"1 - Bid option","Mamilami","Final Fantasy VII","","$2,274.0","(None)"
"1 - Bid option","Mega Ran","Final Fantasy VII","","$2,076.3","(None)"
"1 - Bid option","Mr. T","Final Fantasy VII","","$860.0","(None)"
"1 - Bid option","Beefcake","Final Fantasy VII","","$225.0","(None)"
"1 - Bid option","BadNews","Final Fantasy VII","","$179.7","(None)"
"1 - Bid option","Lunchbox","Final Fantasy VII","","$105.3","(None)"
"1 - Bid option","Lambini","Final Fantasy VII","","$57.5","(None)"
"1 - Bid option","Gilbit","Final Fantasy VII","","$50.0","(None)"
"1 - Bid option","Cawky","Final Fantasy VII","","$25.0","(None)"
"1 - Bid option","Gratata","Final Fantasy VII","","$20.0","(None)"
"0 - Bid War","Cait Sith&#39;s Name","Final Fantasy VII","Choose the name given to Cait Sith for the Final Fantasy VII run. 9 characters.","$4,135.32","(None)"
"1 - Bid option","nalaSmug","Final Fantasy VII","","$1,605.5","(None)"
"1 - Bid option","RealMyop","Final Fantasy VII","","$889.0","(None)"
"1 - Bid option","CincoFone","Final Fantasy VII","","$510.0","(None)"
"1 - Bid option","Meow","Final Fantasy VII","","$350.0","(None)"
"1 - Bid option","Bonchon","Final Fantasy VII","","$315.0","(None)"
"1 - Bid option","Caitlyn","Final Fantasy VII","","$165.0","(None)"
"1 - Bid option","Mister","Final Fantasy VII","","$75.0","(None)"
"1 - Bid option","Gil Bot","Final Fantasy VII","","$58.0","(None)"
"1 - Bid option","Mewtwo","Final Fantasy VII","","$47.7","(None)"
"1 - Bid option","Magoo","Final Fantasy VII","","$45.0","(None)"
"1 - Bid option","Schmibble","Final Fantasy VII","","$25.0","(None)"
"1 - Bid option","Chibo","Final Fantasy VII","","$15.0","(None)"
"1 - Bid option","Crimblsin","Final Fantasy VII","","$15.0","(None)"
"1 - Bid option","Fluffer","Final Fantasy VII","","$15.0","(None)"
"0 - Bid War","Cid&#39;s Name","Final Fantasy VII","Choose the name given to Cid for the Final Fantasy VII run. 9 characters.","$9,580.18","(None)"
"1 - Bid option","SevenS1ns","Final Fantasy VII","","$3,310.7","(None)"
"1 - Bid option","Chris","Final Fantasy VII","","$2,376.0","(None)"
"1 - Bid option","SoloGyoo","Final Fantasy VII","","$2,268.9","(None)"
"1 - Bid option","MrGrumpy","Final Fantasy VII","","$372.1","(None)"
"1 - Bid option","Setzer","Final Fantasy VII","","$230.0","(None)"
"1 - Bid option","Pork","Final Fantasy VII","","$225.0","(None)"
"1 - Bid option","Buffalo","Final Fantasy VII","","$170.0","(None)"
"1 - Bid option","Cindy","Final Fantasy VII","","$162.2","(None)"
"1 - Bid option","BlueSteel","Final Fantasy VII","","$150.0","(None)"
"1 - Bid option","Krys","Final Fantasy VII","","$55.0","(None)"
"1 - Bid option","CptSmokey","Final Fantasy VII","","$30.0","(None)"
"1 - Bid option","Daniel","Final Fantasy VII","","$25.0","(None)"
"0 - Bid War","Cloud&#39;s Name","Final Fantasy VII","Choose the name given to Cloud for the Final Fantasy VII run. 9 characters.","$7,313.67","(None)"
"1 - Bid option","SpikeVege","Final Fantasy VII","","$3,876.0","(None)"
"1 - Bid option","Pvt Pyle","Final Fantasy VII","","$1,400.0","(None)"
"1 - Bid option","Zack","Final Fantasy VII","","$560.0","(None)"
"1 - Bid option","Kanye","Final Fantasy VII",""," $320.1","(None)"
"1 - Bid option","HOT GRR","Final Fantasy VII","","$300.0","(None)"
"1 - Bid option","Dude","Final Fantasy VII","","$225.0","(None)"
"1 - Bid option","Cloud","Final Fantasy VII","","$205.0","(None)"
"1 - Bid option","Bimblor","Final Fantasy VII","","$107.5","(None)"
"1 - Bid option","Spikey","Final Fantasy VII","","$70.0","(None)"
"1 - Bid option","Ben","Final Fantasy VII","","$25.0","(None)"
"1 - Bid option","Knifeman","Final Fantasy VII","","$15.0","(None)"
"0 - Donation Goal","Fix the Music","Final Fantasy VII","Doing the Midgar skip kills the music until the game ends. It costs time to fix it, but ajneb174 can do it for us.","$7,049.51","$7,000.00"
"0 - Donation Goal","Omnislash Sephiroth","Final Fantasy VII","Want Cloud to ruin Sephiroth&#39;s day? Donate for this to send him off with a bang.","$20,215.00","$20,000.00"
"0 - Bid War","Red XIII&#39;s Name","Final Fantasy VII","Choose the name given to Red XIII for the Final Fantasy VII run. 9 characters.","$6,694.61","(None)"
"1 - Bid option","LegDog","Final Fantasy VII","","$2,680.0","(None)"
"1 - Bid option","Doggo","Final Fantasy VII","","$1,779.8","(None)"
"1 - Bid option","TekkiesBF","Final Fantasy VII","","$507.3","(None)"
"1 - Bid option","MrWoof","Final Fantasy VII","","$460.0","(None)"
"1 - Bid option","Nanaki","Final Fantasy VII","","$250.0","(None)"
"1 - Bid option","Clifford","Final Fantasy VII","","$195.0","(None)"
"1 - Bid option","Fishboi","Final Fantasy VII","","$155.0","(None)"
"1 - Bid option","Servitor","Final Fantasy VII","","$150.0","(None)"
"1 - Bid option","Omega Red","Final Fantasy VII","","$141.6","(None)"
"1 - Bid option","Moggy","Final Fantasy VII","","$85.0","(None)"
"1 - Bid option","pupper","Final Fantasy VII","","$68.0","(None)"
"1 - Bid option","BnlsPizza","Final Fantasy VII","","$20.0","(None)"
"1 - Bid option","Albert E","Final Fantasy VII","","$15.0","(None)"
"1 - Bid option","Yetee","Final Fantasy VII","","$15.0","(None)"
"1 - Bid option","Liar","Final Fantasy VII","","$7.7","(None)"
"0 - Bid War","Tifa&#39;s Name","Final Fantasy VII","Choose the name given to Tifa for the Final Fantasy VII run. 9 characters.","$7,987.35","(None)"
"1 - Bid option","Beefaroni","Final Fantasy VII","","$3,535.8","(None)"
"1 - Bid option","PnutButtr","Final Fantasy VII","","$2,162.0","(None)"
"1 - Bid option","BeefJerky","Final Fantasy VII","","$1,469.0","(None)"
"1 - Bid option","2B","Final Fantasy VII","","$357.0","(None)"
"1 - Bid option","Aerith","Final Fantasy VII","","$263.4","(None)"
"1 - Bid option","Sephiroth","Final Fantasy VII","","$95.0","(None)"
"1 - Bid option","Szudds","Final Fantasy VII","","$25.0","(None)"
"1 - Bid option","TheMary27","Final Fantasy VII","","$25.0","(None)"
"1 - Bid option","Poxnor","Final Fantasy VII","","$10.0","(None)"
"0 - Donation Goal","Demonstrate Out of Bounds Glitch","The Maitre D","Nerd_Squared will show off an amusing out of bounds glitch during his The Maitre D run.","$3,003.00","$3,000.00"
"0 - Bid War","MRVN","Titanfall 2","The MRVN is a small, adorable little robot that An Angry Albino will have to deal with during his Titanfall 2 run. Will he destroy it for its valuable arc tool? Or will he spare it for the adorable animation? You decide.","$5,004.88","(None)"
"1 - Bid option","Spare the MRVN","Titanfall 2","","$4,297.3","(None)"
"1 - Bid option","Destroy the MRVN","Titanfall 2","","$707.5","(None)"
"0 - Bid War","Choose the Character Name","Diablo 2: Lord of Destruction","Choose the name given to the player character for the Diablo 2 run.","$7,356.49","(None)"
"1 - Bid option","ChrisWilson","Diablo 2: Lord of Destruction","","$2,343.9","(None)"
"1 - Bid option","RyuQuezacotl","Diablo 2: Lord of Destruction","","$1,186.0","(None)"
"1 - Bid option","RunnersChoice","Diablo 2: Lord of Destruction","","$801.0","(None)"
"1 - Bid option","Kripp","Diablo 2: Lord of Destruction","","$667.5","(None)"
"1 - Bid option","a train","Diablo 2: Lord of Destruction","","$607.2","(None)"
"1 - Bid option","WatchOutForSnakes","Diablo 2: Lord of Destruction","","$548.2","(None)"
"1 - Bid option","DoritoDew","Diablo 2: Lord of Destruction","","$350.0","(None)"
"1 - Bid option","Sultan McDoom","Diablo 2: Lord of Destruction","","$320.0","(None)"
"1 - Bid option","Nefastus","Diablo 2: Lord of Destruction","","$110.0","(None)"
"1 - Bid option","Thick McRunfast","Diablo 2: Lord of Destruction","","$100.0","(None)"
"1 - Bid option","XxDethTrapPVPxX","Diablo 2: Lord of Destruction","","$80.0","(None)"
"1 - Bid option","EliteMuffinCrew","Diablo 2: Lord of Destruction","","$70.0","(None)"
"1 - Bid option","Bramblepelt","Diablo 2: Lord of Destruction","","$57.0","(None)"
"1 - Bid option","Vapenation","Diablo 2: Lord of Destruction","","$50.0","(None)"
"1 - Bid option","Rymoo","Diablo 2: Lord of Destruction","","$30.0","(None)"
"1 - Bid option","TheMary27","Diablo 2: Lord of Destruction","","$30.0","(None)"
"1 - Bid option","FluffyPinkyPoo","Diablo 2: Lord of Destruction","","$5.5","(None)"
"1 - Bid option","Gary","Diablo 2: Lord of Destruction","","$0.0","(None)"
"0 - Bid War","Decide the fate of Deckard Cain","Diablo 2: Lord of Destruction","Everyone&#39;s favourite identification bot needs our help. Do we rescue him, or leave him to rot in his cage?","$9,455.51","(None)"
"1 - Bid option","Save him","Diablo 2: Lord of Destruction","","$7,048.2","(None)"
"1 - Bid option","Leave him","Diablo 2: Lord of Destruction","","$2,407.2","(None)"
"0 - Donation Goal","Secret Cow Level","Diablo 2: Lord of Destruction","If met, MrLlamaSC will enter the Secret Cow Level and lay waste to all that is both hellish and bovine in nature.","$25,143.67","$25,000.00"
"0 - Donation Goal","BONUS GAME: Dark Souls","Dark Souls","Replace SETUP BLOCK 4 with an Any% w/ Kiln Skip run of Dark Souls by BubblesDelFuego.","$50,074.32","$50,000.00"
"0 - Bid War","Choose the Filename","Dark Souls","Choose the filename used for the Dark Souls 1 run. 13 character limit.","$2,431.00","(None)"
"1 - Bid option","ENB","Dark Souls","","$1,030.0","(None)"
"1 - Bid option","Dayman","Dark Souls","","$441.0","(None)"
"1 - Bid option","WhatRingsUGot?","Dark Souls","","$235.0","(None)"
"1 - Bid option","Solaire","Dark Souls","","$222.0","(None)"
"1 - Bid option","Got2Bradical","Dark Souls","","$200.0","(None)"
"1 - Bid option","GOTTA GOFAST","Dark Souls","","$93.0","(None)"
"1 - Bid option","Avocado Toast","Dark Souls","","$75.0","(None)"
"1 - Bid option","Slurmp","Dark Souls","","$60.0","(None)"
"1 - Bid option","Mamy Nova","Dark Souls","","$50.0","(None)"
"1 - Bid option","Onion Bro","Dark Souls","","$10.0","(None)"
"1 - Bid option","Bartersnar","Dark Souls","","$5.0","(None)"
"1 - Bid option","Ittapupu","Dark Souls","","$5.0","(None)"
"1 - Bid option","Wytch","Dark Souls","","$5.0","(None)"
"1 - Bid option","lobosHotD","Dark Souls","","$0.0","(None)"
"0 - Bid War","Filename Choice","The Legend of Zelda: Majora&#39;s Mask","Choose the Filename used for the Majora&#39;s Mask run. 8 characters.","$30,443.06","(None)"
"1 - Bid option","Lonk","The Legend of Zelda: Majora&#39;s Mask","","$10,182.4","(None)"
"1 - Bid option","BEN","The Legend of Zelda: Majora&#39;s Mask","","$5,722.1","(None)"
"1 - Bid option","Bilbo","The Legend of Zelda: Majora&#39;s Mask","","$4,498.6","(None)"
"1 - Bid option","Slurmp","The Legend of Zelda: Majora&#39;s Mask","","$2,755.0","(None)"
"1 - Bid option","Loafus","The Legend of Zelda: Majora&#39;s Mask","","$1,585.0","(None)"
"1 - Bid option","bbaSHOOK","The Legend of Zelda: Majora&#39;s Mask","","$1,270.0","(None)"
"1 - Bid option","Zeldaaaa","The Legend of Zelda: Majora&#39;s Mask","","$935.4","(None)"
"1 - Bid option","KreyGasm","The Legend of Zelda: Majora&#39;s Mask","","$345.0","(None)"
"1 - Bid option","Gary","The Legend of Zelda: Majora&#39;s Mask","","$317.0","(None)"
"1 - Bid option","G.O.A.T.","The Legend of Zelda: Majora&#39;s Mask","","$246.0","(None)"
"1 - Bid option","Quixote","The Legend of Zelda: Majora&#39;s Mask","","$218.0","(None)"
"1 - Bid option","trevRoll","The Legend of Zelda: Majora&#39;s Mask","","$205.0","(None)"
"1 - Bid option","Squanchy","The Legend of Zelda: Majora&#39;s Mask","","$151.1","(None)"
"1 - Bid option","Melvin","The Legend of Zelda: Majora&#39;s Mask","","$119.7","(None)"
"1 - Bid option","Majora","The Legend of Zelda: Majora&#39;s Mask","","$114.4","(None)"
"1 - Bid option","Troop","The Legend of Zelda: Majora&#39;s Mask","","$105.0","(None)"
"1 - Bid option","Mario","The Legend of Zelda: Majora&#39;s Mask","","$85.0","(None)"
"1 - Bid option","Robbie","The Legend of Zelda: Majora&#39;s Mask","","$60.0","(None)"
"1 - Bid option","Pringle","The Legend of Zelda: Majora&#39;s Mask","","$55.0","(None)"
"1 - Bid option","jlsfjlahj","The Legend of Zelda: Majora&#39;s Mask","","$50.0","(None)"
"1 - Bid option","Pizzafst","The Legend of Zelda: Majora&#39;s Mask","","$40.0","(None)"
"1 - Bid option","Kieri","The Legend of Zelda: Majora&#39;s Mask","","$25.0","(None)"
"1 - Bid option","Rolfis","The Legend of Zelda: Majora&#39;s Mask","","$20.0","(None)"
"1 - Bid option","majinD","The Legend of Zelda: Majora&#39;s Mask","","$15.0","(None)"
"1 - Bid option","squeept","The Legend of Zelda: Majora&#39;s Mask","","$12.0","(None)"
"1 - Bid option","Sean","The Legend of Zelda: Majora&#39;s Mask","","$10.0","(None)"
"1 - Bid option","Stink","The Legend of Zelda: Majora&#39;s Mask","","$10.0","(None)"
"0 - Donation Goal","Glitch Exhibition","The Legend of Zelda: Majora&#39;s Mask","TrevPerson will show off some cool glitches not used in speedruns after his Majora&#39;s Mask run.","$30,087.50","$30,000.00"
"0 - Donation Goal","BONUS GAME: The Legend of Zelda: Breath of the Wild","The Legend of Zelda: Breath of the Wild","Replace SETUP BLOCK 5 with an Any% run of Zelda: Breath of the Wild by Orcastraw.","$101,303.44","$100,000.00"
"0 - Donation Goal","BONUS GAME: Portal 2","Portal 2","Replace the SUPER SECRET BONUS SETUP BLOCK with a run of Portal 2 solo coop by Azorae.","$201,522.33","$200,000.00"
"0 - Bid War","Dog&#39;s Name","Earthbound","Choose the name given to the Dog for the Earthbound run. 6 characters.","$12,735.02","(None)"
"1 - Bid option","FrnkrZ","Earthbound","","$3,872.3","(None)"
"1 - Bid option","Becky","Earthbound","","$3,163.5","(None)"
"1 - Bid option","Dog","Earthbound","","$1,646.0","(None)"
"1 - Bid option","Link","Earthbound","","$540.0","(None)"
"1 - Bid option","Gumbo","Earthbound","","$346.6","(None)"
"1 - Bid option","Kitty","Earthbound","","$275.0","(None)"
"1 - Bid option","Rowlf","Earthbound","","$215.0","(None)"
"1 - Bid option","biggeD","Earthbound","","$200.0","(None)"
"1 - Bid option","LucyZ","Earthbound","","$200.0","(None)"
"1 - Bid option","Gerby","Earthbound","","$140.0","(None)"
"1 - Bid option","Mic","Earthbound","","$125.0","(None)"
"1 - Bid option","Betty","Earthbound","","$115.0","(None)"
"1 - Bid option","Rise","Earthbound","","$80.0","(None)"
"1 - Bid option","Tessie","Earthbound","","$65.0","(None)"
"1 - Bid option","Nunukins","Earthbound","","$20.0","(None)"
"1 - Bid option","Sadie","Earthbound","","$10.0","(None)"
"1 - Bid option","NINT","Earthbound","","$8.0","(None)"
"1 - Bid option","Ghost","Earthbound","","$1.0","(None)"
"0 - Bid War","Favourite Food","Earthbound","Choose your Favourite Food for the Earthbound run. 6 characters.","$12,452.02","(None)"
"1 - Bid option","Anime","Earthbound","","$5,946.0","(None)"
"1 - Bid option","Pesto","Earthbound","","$2,575.0","(None)"
"1 - Bid option","Lantis","Earthbound","","$1,600.0","(None)"
"1 - Bid option","Pizza","Earthbound","","$880.0","(None)"
"1 - Bid option","Toby","Earthbound","","$416.0","(None)"
"1 - Bid option","Gungan","Earthbound","","$329.0","(None)"
"1 - Bid option","Soap","Earthbound","","$281.0","(None)"
"1 - Bid option","Pie","Earthbound","","$110.0","(None)"
"1 - Bid option","Memes","Earthbound","","$76.0","(None)"
"1 - Bid option","Dog","Earthbound","","$35.0","(None)"
"1 - Bid option","Sushi","Earthbound","","$30.0","(None)"
"1 - Bid option","Plorts","Earthbound","","$20.0","(None)"
"1 - Bid option","Spaghe","Earthbound","","$16.0","(None)"
"1 - Bid option","bits","Earthbound","","$15.0","(None)"
"0 - Bid War","Favourite Thing","Earthbound","Choose your Favourite Thing for the Earthbound run. 6 characters.","$12,932.03","(None)"
"1 - Bid option","R.N.G.","Earthbound","","$4,595.4","(None)"
"1 - Bid option","Bepis","Earthbound","","$4,570.3","(None)"
"1 - Bid option","BUSTIN","Earthbound","","$2,414.0","(None)"
"1 - Bid option","Anime","Earthbound","","$648.5","(None)"
"1 - Bid option","Zelda1","Earthbound","","$270.0","(None)"
"1 - Bid option","LLAMAS","Earthbound","","$225.0","(None)"
"1 - Bid option","Memes","Earthbound","","$158.6","(None)"
"1 - Bid option","Love","Earthbound","","$15.0","(None)"
"1 - Bid option","Kdood","Earthbound","","$10.0","(None)"
"1 - Bid option","HODOR!","Earthbound","","$2.0","(None)"
"0 - Donation Goal","Fuzzy Pickles Photos","Earthbound","There are 32 photos taken by the Fuzzy Pickles Man that play during the end credits. UltimoIce will collect all of them before he finishes his Earthbound run.","$33,770.77","$32,000.00"
"0 - Bid War","Jeff&#39;s Name","Earthbound","Choose the name given to Jeff for the Earthbound run. 5 characters.","$4,879.81","(None)"
"1 - Bid option","Morty","Earthbound","","$2,327.2","(None)"
"1 - Bid option","Hella","Earthbound","","$2,141.1","(None)"
"1 - Bid option","Jeff","Earthbound","","$355.0","(None)"
"1 - Bid option","MOTHR","Earthbound","","$13.0","(None)"
"1 - Bid option","Lumpy","Earthbound","","$5.0","(None)"
"1 - Bid option","Jorge","Earthbound","","$2.5","(None)"
"1 - Bid option","Bran","Earthbound","","$1.0","(None)"
"0 - Bid War","Ness&#39;s Name","Earthbound","Choose the name given to Ness for the Earthbound run. 5 characters.","$16,781.60","(None)"
"1 - Bid option","Sans","Earthbound","","$3,786.9","(None)"
"1 - Bid option","Itoi","Earthbound","","$2,774.9","(None)"
"1 - Bid option","BUNS","Earthbound","","$2,030.9","(None)"
"1 - Bid option","Jeff","Earthbound","","$1,797.4","(None)"
"1 - Bid option","dolan","Earthbound","","$1,782.4","(None)"
"1 - Bid option","John","Earthbound","","$1,454.9","(None)"
"1 - Bid option","Eetey","Earthbound","","$1,442.4","(None)"
"1 - Bid option","Ratix","Earthbound","","$1,432.4","(None)"
"1 - Bid option","Yetee","Earthbound","","$235.0","(None)"
"1 - Bid option","Jon","Earthbound","","$1.0","(None)"
"0 - Donation Goal","Out of Bounds Demonstration","Earthbound","UltimoIce will demonstrate setting up an Out of Bounds glitch file before his Earthbound run.","$25,268.29","$25,000.00"
"0 - Bid War","Paula&#39;s Name","Earthbound","Choose the name given to Paula for the Earthbound run. 5 characters.","$11,649.50","(None)"
"1 - Bid option","Jestr","Earthbound","","$5,620.0","(None)"
"1 - Bid option","Maman","Earthbound","","$5,238.0","(None)"
"1 - Bid option","Sond","Earthbound","","$195.0","(None)"
"1 - Bid option","Angie","Earthbound","","$125.0","(None)"
"1 - Bid option","LANDY","Earthbound","","$100.0","(None)"
"1 - Bid option","Ana","Earthbound","","$75.0","(None)"
"1 - Bid option","Grace","Earthbound","","$50.0","(None)"
"1 - Bid option","Paula","Earthbound","","$17.5","(None)"
"1 - Bid option","Jenja","Earthbound","","$10.0","(None)"
"1 - Bid option","Petch","Earthbound","","$10.0","(None)"
"1 - Bid option","Paige","Earthbound","","$5.0","(None)"
"1 - Bid option","Peach","Earthbound","","$5.0","(None)"
"1 - Bid option","Sansa","Earthbound","","$1.0","(None)"
"0 - Bid War","Player Name","Earthbound","Choose the name given to the Player for the Earthbound run. 24 characters.","$52,220.94","(None)"
"1 - Bid option","Iwata","Earthbound","","$21,230.6","(None)"
"1 - Bid option","REGGIE GIVE US MOTHER 3!","Earthbound","","$18,534.7","(None)"
"1 - Bid option","Frisk","Earthbound","","$5,223.0","(None)"
"1 - Bid option","JEFFSJEFFSJEFFSJEFFSJEFF","Earthbound","","$3,397.0","(None)"
"1 - Bid option","Legalize Mother 3","Earthbound","","$1,632.0","(None)"
"1 - Bid option","TINYRICK","Earthbound","","$752.2","(None)"
"1 - Bid option","dolan","Earthbound","","$530.0","(None)"
"1 - Bid option","Master Giygas","Earthbound","","$271.0","(None)"
"1 - Bid option","Cha Boi Doizy","Earthbound","","$266.0","(None)"
"1 - Bid option","BizzyMoose","Earthbound","","$65.0","(None)"
"1 - Bid option","Valar Morghulis","Earthbound","","$57.0","(None)"
"1 - Bid option","PEPSI","Earthbound","","$35.0","(None)"
"1 - Bid option","ShowerGuy","Earthbound","","$20.0","(None)"
"0 - Bid War","Poo&#39;s Name","Earthbound","Choose the name given to Poo (the character) for the Earthbound run. 5 characters.","$5,732.98","(None)"
"1 - Bid option","MELVN","Earthbound","","$1,640.0","(None)"
"1 - Bid option","Chris","Earthbound","","$1,110.0","(None)"
"1 - Bid option","Ness","Earthbound","","$1,086.0","(None)"
"1 - Bid option","Micro","Earthbound","","$655.3","(None)"
"1 - Bid option","Bohij","Earthbound","","$515.0","(None)"
"1 - Bid option","Nog","Earthbound","","$225.0","(None)"
"1 - Bid option","Zuko","Earthbound","","$175.1","(None)"
"1 - Bid option","Poo","Earthbound","","$145.0","(None)"
"1 - Bid option","Plort","Earthbound","","$55.0","(None)"
"1 - Bid option","Kato","Earthbound","","$15.0","(None)"
"1 - Bid option","Biiny","Earthbound","","$10.0","(None)"
"1 - Bid option","Tien","Earthbound","","$10.0","(None)"
"1 - Bid option","Ringo","Earthbound","","$7.5","(None)"
"1 - Bid option","Arya","Earthbound","","$1.0","(None)"
"0 - Donation Goal","Shattered Man Glitch","Earthbound","The Shattered Man glitch is a post-Giygas glitch involving killing off your entire party and haunting the world, before completing the game and watching the credits. UltimoIce will show it off here.","$50,454.99","$50,000.00"
"0 - Bid War","Which is the best Mother game?","Earthbound","We all love the Mother games, they&#39;re a huge part of gaming history. But which is the best? You decide, vote here.","$1,550.00","(None)"
"1 - Bid option","Mother 2 (Earthbound)","Earthbound","","$955.0","(None)"
"1 - Bid option","Mother 3","Earthbound","","$490.0","(None)"
"1 - Bid option","Mother 1","Earthbound","","$105.0","(None)"
