"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","werster","Pokemon Blue","","$365.0","(None)"
"1 - Bid option","Egg","Pokemon Blue","","$141.5","(None)"
"1 - Bid option","FrankerZ","Pokemon Blue","","$135.0","(None)"
"1 - Bid option","Tswagg","Pokemon Blue","","$100.0","(None)"
"1 - Bid option","Dev2000","Pokemon Blue","","$67.5","(None)"
"1 - Bid option","Electroll","Pokemon Blue","","$56.0","(None)"
"1 - Bid option","Iwata","Pokemon Blue","","$32.5","(None)"
"1 - Bid option","SoSphere","Pokemon Blue","","$30.0","(None)"
"1 - Bid option","Dev","Pokemon Blue","","$1.0","(None)"
"0 - Bid War","Mew name","Pokemon Blue","","$3,578.32","(None)"
"1 - Bid option","John Cena","Pokemon Blue","","$1,416.0","(None)"
"1 - Bid option","Iwata","Pokemon Blue","","$604.5","(None)"
"1 - Bid option","Gashu","Pokemon Blue","","$362.0","(None)"
"1 - Bid option","Kappa","Pokemon Blue","","$349.0","(None)"
"1 - Bid option","Butts","Pokemon Blue","","$239.0","(None)"
"1 - Bid option","Catbert","Pokemon Blue","","$154.0","(None)"
"1 - Bid option","Iloveyou","Pokemon Blue","","$135.0","(None)"
"1 - Bid option","JellyBean","Pokemon Blue","","$75.0","(None)"
"1 - Bid option","CatBag","Pokemon Blue","","$65.0","(None)"
"1 - Bid option","Klebs","Pokemon Blue","","$60.0","(None)"
"1 - Bid option","GMew","Pokemon Blue","","$50.0","(None)"
"1 - Bid option","Pinku","Pokemon Blue","","$43.7","(None)"
"1 - Bid option","ARMBAR","Pokemon Blue","","$5.0","(None)"
"0 - Bid War","Trainer name","Pokemon Blue","","$3,339.97","(None)"
"1 - Bid option","Day9","Pokemon Blue","","$1,090.0","(None)"
"1 - Bid option","Iwata","Pokemon Blue","","$931.7","(None)"
"1 - Bid option","Trump","Pokemon Blue","","$918.0","(None)"
"1 - Bid option","Broseidon","Pokemon Blue","","$162.9","(None)"
"1 - Bid option","AAron","Pokemon Blue","","$50.0","(None)"
"1 - Bid option","Exarion","Pokemon Blue","","$50.0","(None)"
"1 - Bid option","Ving Danger","Pokemon Blue","","$25.0","(None)"
"1 - Bid option","Hello","Pokemon Blue","","$10.0","(None)"
"1 - Bid option","DxDyDz","Pokemon Blue","","$8.0","(None)"
"1 - Bid option","???","Pokemon Blue","","$5.0","(None)"
"1 - Bid option","I Never","Pokemon Blue","","$5.0","(None)"
"1 - Bid option","TSM","Pokemon Blue","","$5.0","(None)"
"1 - Bid option","RKO","Pokemon Blue","","$4.2","(None)"
"1 - Bid option","Derp","Pokemon Blue","","$0.0","(None)"
"1 - Bid option","Leave","Pokemon Blue","","$0.0","(None)"
"1 - Bid option","Red","Pokemon Blue","","$0.0","(None)"
"0 - Donation Goal","Play Pokemon Puzzle League","BONUS! Pokemon Puzzle League","Puzzle games are always better when they have pokemon in the title.","$5,000.42","$5,000.00"
"0 - Bid War","File name","Legend of Zelda: The Wind Waker","8 character limit. Yes, FrankerZ does fit in there.","$14,642.33","(None)"
"1 - Bid option","Iwata","Legend of Zelda: The Wind Waker","","$7,745.2","(None)"
"1 - Bid option","Germench","Legend of Zelda: The Wind Waker","","$4,841.7","(None)"
"1 - Bid option","Thrillhouse","Legend of Zelda: The Wind Waker","","$542.0","(None)"
"1 - Bid option","Cosmo W","Legend of Zelda: The Wind Waker","","$385.0","(None)"
"1 - Bid option","FrankerZ","Legend of Zelda: The Wind Waker","","$292.5","(None)"
"1 - Bid option","Zorldo","Legend of Zelda: The Wind Waker","","$218.5","(None)"
"1 - Bid option","I say","Legend of Zelda: The Wind Waker","","$187.2","(None)"
"1 - Bid option","Iwatasan","Legend of Zelda: The Wind Waker","","$158.5","(None)"
"1 - Bid option","Zelda","Legend of Zelda: The Wind Waker","","$60.0","(None)"
"1 - Bid option","Jack","Legend of Zelda: The Wind Waker","","$50.0","(None)"
"1 - Bid option","Groose","Legend of Zelda: The Wind Waker","","$45.0","(None)"
"1 - Bid option","Lafawnduh","Legend of Zelda: The Wind Waker","","$31.5","(None)"
"1 - Bid option","Lint","Legend of Zelda: The Wind Waker","","$20.0","(None)"
"0 - Donation Goal","Pajama%","Legend of Zelda: The Wind Waker","See Link run around in his Pajama outfit for the entire run.","$8,000.93","$8,000.00"
"0 - Donation Goal","Floating Agro glitch","Shadow of the Colossus","Floating horses","$6,041.32","$6,000.00"
"0 - Donation Goal","Minecraft All Achievements","BONUS! Minecraft","Because Xbox Live has taught us so well.","$12,500.00","$12,500.00"
"0 - Donation Goal","Play Minecraft!","BONUS! Minecraft","Because the only thing better than legos is simulating legos.","$16,157.91","$12,500.00"
"0 - Donation Goal","2 players, 1 controller","Dark Souls II","Because it&#39;s even more entertaining when two people are involved in the deaths.","$20,322.96","$20,000.00"
"0 - Donation Goal","Glitch run!","TASBot plays Mega Man","Because you didn&#39;t see enough glitches in this run.","$12,888.00","$10,000.00"
"0 - Donation Goal","100% run","Legend of Zelda: A Link To The Past","Shovel game is best game.","$30,202.33","$30,000.00"
"0 - Donation Goal","any% race!","Super Mario 64","Twice the racing.","$15,043.70","$15,000.00"
"0 - Bid War","Save or Kill the animals","Super Metroid","The classic.","$360,221.62","(None)"
"1 - Bid option","Save them","Super Metroid","","$186,032.6","(None)"
"1 - Bid option","Kill them","Super Metroid","","$174,188.9","(None)"
"0 - Donation Goal","100% run","Chrono Trigger","All quests, and experience that sweet music and story.","$65,172.84","$65,000.00"
"0 - Bid War","Ayla&#39;s name","Chrono Trigger","5-character limit. Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$4,379.86","(None)"
"1 - Bid option","Louiz","Chrono Trigger","","$1,492.0","(None)"
"1 - Bid option","Iwata","Chrono Trigger","","$943.5","(None)"
"1 - Bid option","ArmBar","Chrono Trigger","","$445.2","(None)"
"1 - Bid option","Ayla","Chrono Trigger","","$405.0","(None)"
"1 - Bid option","Goku","Chrono Trigger","","$294.0","(None)"
"1 - Bid option","Gashu","Chrono Trigger","","$291.0","(None)"
"1 - Bid option","Echo","Chrono Trigger","","$173.0","(None)"
"1 - Bid option","WHAT?","Chrono Trigger","","$120.1","(None)"
"1 - Bid option","Wilma","Chrono Trigger","","$70.0","(None)"
"1 - Bid option","Leela","Chrono Trigger","","$46.0","(None)"
"1 - Bid option","Sheba","Chrono Trigger","","$30.0","(None)"
"0 - Bid War","Choose the ending","Chrono Trigger","Epoch ending or Balloon ending. It&#39;s like a &quot;Choose your Own Adventure&quot; book, but without all the pesky bookmarks.","$22,281.12","(None)"
"1 - Bid option","Epoch Ending","Chrono Trigger","","$11,224.8","(None)"
"1 - Bid option","Balloon Ending","Chrono Trigger","","$11,056.2","(None)"
"0 - Bid War","Crono&#39;s name","Chrono Trigger","5-character limit. Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$22,958.81","(None)"
"1 - Bid option","Dzo","Chrono Trigger","","$10,259.7","(None)"
"1 - Bid option","Iwata","Chrono Trigger","","$9,909.0","(None)"
"1 - Bid option","Goku","Chrono Trigger","","$486.0","(None)"
"1 - Bid option","Arche","Chrono Trigger","","$330.0","(None)"
"1 - Bid option","Frog","Chrono Trigger","","$313.5","(None)"
"1 - Bid option","RayNarvaezJr","Chrono Trigger","","$300.5","(None)"
"1 - Bid option","BnZai","Chrono Trigger","","$285.0","(None)"
"1 - Bid option","Jesus","Chrono Trigger","","$180.0","(None)"
"1 - Bid option","BenZaie","Chrono Trigger","","$135.0","(None)"
"1 - Bid option","Fry","Chrono Trigger","","$130.0","(None)"
"1 - Bid option","Kyan","Chrono Trigger","","$100.0","(None)"
"1 - Bid option","PMax","Chrono Trigger","","$100.0","(None)"
"1 - Bid option","Ozo","Chrono Trigger","","$70.0","(None)"
"1 - Bid option","Isaac","Chrono Trigger","","$60.0","(None)"
"1 - Bid option","CSXM","Chrono Trigger","","$55.0","(None)"
"1 - Bid option","Bob","Chrono Trigger","","$50.0","(None)"
"1 - Bid option","Crono","Chrono Trigger","","$30.0","(None)"
"1 - Bid option","Hank-o","Chrono Trigger","","$30.0","(None)"
"1 - Bid option","Marty","Chrono Trigger","","$30.0","(None)"
"0 - Bid War","Epoch&#39;s name","Chrono Trigger","5-character limit. Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$10,577.14","(None)"
"1 - Bid option","2poch","Chrono Trigger","","$6,554.7","(None)"
"1 - Bid option","Puppers","Chrono Trigger","","$3,030.0","(None)"
"1 - Bid option","Doug","Chrono Trigger","","$385.0","(None)"
"1 - Bid option","DeLorean","Chrono Trigger","","$313.3","(None)"
"1 - Bid option","TADIS","Chrono Trigger","","$170.0","(None)"
"1 - Bid option","Pyoro"," Chrono Trigger","","$30.0","(None)"
"1 - Bid option","3poch","Chrono Trigger","","$20.0","(None)"
"1 - Bid option","Falcn","Chrono Trigger","","$20.0","(None)"
"1 - Bid option","18","Chrono Trigger","","$4.0","(None)"
"0 - Bid War","Frog&#39;s name","Chrono Trigger","5-character limit. Please something more creative than, &quot;Frog.&quot; Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$6,199.92","(None)"
"1 - Bid option","Bubby","Chrono Trigger","","$3,050.0","(None)"
"1 - Bid option","Glenn","Chrono Trigger","","$1,158.5","(None)"
"1 - Bid option","Froge"," Chrono Trigger","","$709.4","(None)"
"1 - Bid option","Iwata","Chrono Trigger","","$491.0","(None)"
"1 - Bid option","Kermit","Chrono Trigger","","$388.0","(None)"
"1 - Bid option","Oops","Chrono Trigger","","$70.0","(None)"
"1 - Bid option","Vine","Chrono Trigger","","$60.0","(None)"
"1 - Bid option","dtn","Chrono Trigger","","$50.0","(None)"
"1 - Bid option","Chrono","Chrono Trigger","","$47.5","(None)"
"1 - Bid option","Gorf","Chrono Trigger","","$25.0","(None)"
"1 - Bid option","Slipy","Chrono Trigger","","$24.3","(None)"
"1 - Bid option","Felix","Chrono Trigger","","$21.0","(None)"
"1 - Bid option","Fredo","Chrono Trigger","","$21.0","(None)"
"1 - Bid option","HToad","Chrono Trigger","","$19.2","(None)"
"1 - Bid option","Hodor","Chrono Trigger","","$5.0","(None)"
"1 - Bid option","Pepe","Chrono Trigger","","$5.0","(None)"
"0 - Bid War","Lucca&#39;s name","Chrono Trigger","5-character limit. Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$3,275.48","(None)"
"1 - Bid option","Demon","Chrono Trigger","","$1,746.0","(None)"
"1 - Bid option","Tess","Chrono Trigger","","$716.0","(None)"
"1 - Bid option","Velma","Chrono Trigger","","$445.0","(None)"
"1 - Bid option","Iwata","Chrono Trigger","","$84.4","(None)"
"1 - Bid option","Bulma","Chrono Trigger","","$55.0","(None)"
"1 - Bid option","Prof","Chrono Trigger","","$55.0","(None)"
"1 - Bid option","Arale","Chrono Trigger","","$50.0","(None)"
"1 - Bid option","Lucca","Chrono Trigger","","$44.0","(None)"
"1 - Bid option","Kache","Chrono Trigger","","$10.0","(None)"
"1 - Bid option","Jenna","Chrono Trigger","","$5.0","(None)"
"0 - Bid War","Magus&#39;s name","Chrono Trigger","5-character limit. Kinda hard to beat, &quot;Magus&quot; though, it&#39;s a cool name. Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$35,956.32","(None)"
"1 - Bid option","Wubby","Chrono Trigger","","$20,847.0","(None)"
"1 - Bid option","Hail","Chrono Trigger","","$13,118.0","(None)"
"1 - Bid option","Arbys","Chrono Trigger","","$1,095.8","(None)"
"1 - Bid option","Janus","Chrono Trigger","","$320.0","(None)"
"1 - Bid option","Choco","Chrono Trigger","","$95.0","(None)"
"1 - Bid option","Iwata","Chrono Trigger","","$80.0","(None)"
"1 - Bid option","MATH","Chrono Trigger","","$56.4","(None)"
"1 - Bid option","Cena","Chrono Trigger","","$55.0","(None)"
"1 - Bid option","Steve","Chrono Trigger","","$50.0","(None)"
"1 - Bid option","NO","Chrono Trigger","","$32.0","(None)"
"1 - Bid option","Serge","Chrono Trigger","","$30.0","(None)"
"1 - Bid option","Susan","Chrono Trigger","","$15.0","(None)"
"1 - Bid option","Alex","Chrono Trigger","","$10.0","(None)"
"0 - Bid War","Marle&#39;s name","Chrono Trigger","5-character limit. Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$8,334.75","(None)"
"1 - Bid option","Nadia","Chrono Trigger","","$3,699.0","(None)"
"1 - Bid option","Arbys","Chrono Trigger","","$2,931.7","(None)"
"1 - Bid option","Hobo","Chrono Trigger","","$1,175.0","(None)"
"1 - Bid option","Magoo","Chrono Trigger","","$205.0","(None)"
"1 - Bid option","Iwatb","Chrono Trigger","","$88.0","(None)"
"1 - Bid option","Iwata","Chrono Trigger","","$86.0","(None)"
"1 - Bid option","IU","Chrono Trigger","","$60.0","(None)"
"1 - Bid option","Amy","Chrono Trigger","","$35.0","(None)"
"1 - Bid option","Zelda","Chrono Trigger","","$20.0","(None)"
"1 - Bid option","Bruce","Chrono Trigger","","$10.0","(None)"
"1 - Bid option","Gilfa","Chrono Trigger","","$10.0","(None)"
"1 - Bid option","Lenin","Chrono Trigger","","$5.0","(None)"
"1 - Bid option","Primm","Chrono Trigger","","$5.0","(None)"
"0 - Bid War","Robos name","Chrono Trigger","5-character limit. You can even be boring and name him Robot! Duplicate names are not allowed. It&#39;s a game limitation, sorry!","$27,022.29","(None)"
"1 - Bid option","Ugosat","Chrono Trigger","","$13,043.0","(None)"
"1 - Bid option","Choco","Chrono Trigger","","$9,749.5","(None)"
"1 - Bid option","RyanD","Chrono Trigger","","$2,360.0","(None)"
"1 - Bid option","Blitzcrank (Blitz)","Chrono Trigger","","$433.0","(None)"
"1 - Bid option","R66-Y","Chrono Trigger","","$251.0","(None)"
"1 - Bid option","Data","Chrono Trigger","","$215.1","(None)"
"1 - Bid option","Rick","Chrono Trigger","","$185.3","(None)"
"1 - Bid option","TinMn","Chrono Trigger","","$180.0","(None)"
"1 - Bid option","Bendr","Chrono Trigger","","$151.2","(None)"
"1 - Bid option","Iwata","Chrono Trigger","","$71.0","(None)"
"1 - Bid option","Mami","Chrono Trigger","","$64.0","(None)"
"1 - Bid option","Anode","Chrono Trigger","","$60.0","(None)"
"1 - Bid option","David","Chrono Trigger","","$10.0","(None)"
"1 - Bid option","oops","Chrono Trigger","","$5.0","(None)"
"1 - Bid option","RickA","Chrono Trigger","","$5.0","(None)"
"0 - Donation Goal","Sing Gato&#39;s song","Chrono Trigger","No guarantees this will be in-tune.","$12,540.82","$12,500.00"
"0 - Bid War","Who does Crono hug?","Chrono Trigger","Marle or Lucca? They&#39;re both so huggable!","$27,512.33","(None)"
"1 - Bid option","Lucca","Chrono Trigger","","$15,902.4","(None)"
"1 - Bid option","Marle","Chrono Trigger","","$11,609.8","(None)"
"0 - Donation Goal","Wondershot Lavos!","Chrono Trigger","Elixirs are so boring! Recreate some of that AGDQ 2014 Wondershot hype by killing off Lavos with it.","$17,929.18","$17,777.00"
