"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","Sunshine","Diablo 2: Lord of Destruction","","$50.0","(None)"
"1 - Bid option","Yee","Diablo 2: Lord of Destruction","","$50.0","(None)"
"1 - Bid option","Rin Tin Tin","Diablo 2: Lord of Destruction","","$35.0","(None)"
"1 - Bid option","Amandazon","Diablo 2: Lord of Destruction","","$30.0","(None)"
"1 - Bid option","Ganon selfie","Diablo 2: Lord of Destruction","","$30.0","(None)"
"1 - Bid option","JeffBezos","Diablo 2: Lord of Destruction","","$25.0","(None)"
"1 - Bid option","RUNNERS CHOICE","Diablo 2: Lord of Destruction","","$25.0","(None)"
"1 - Bid option","Bananahannah","Diablo 2: Lord of Destruction","","$20.0","(None)"
"1 - Bid option","KappaZon","Diablo 2: Lord of Destruction","","$20.0","(None)"
"1 - Bid option","LordBezos","Diablo 2: Lord of Destruction","","$20.0","(None)"
"1 - Bid option","Xena","Diablo 2: Lord of Destruction","","$20.0","(None)"
"1 - Bid option","Eero","Diablo 2: Lord of Destruction","","$15.0","(None)"
"1 - Bid option","Llamalacorn","Diablo 2: Lord of Destruction","","$15.0","(None)"
"1 - Bid option","FastLady","Diablo 2: Lord of Destruction","","$10.0","(None)"
"1 - Bid option","Salandra","Diablo 2: Lord of Destruction","","$10.0","(None)"
"1 - Bid option","Kityrna","Diablo 2: Lord of Destruction","","$5.0","(None)"
"1 - Bid option","Swoosh","Diablo 2: Lord of Destruction","","$0.0","(None)"
"0 - Donation Goal","Secret Cow Level","Diablo 2: Lord of Destruction","There is no cow level. But if there were, we could clear it.","$40,119.86","$40,000.00"
"0 - Bid War","The Fate of Deckard Cain","Diablo 2: Lord of Destruction","Deckard Cain is stuck in Tristram, being tormented by demons that can only say their own names. Do we save him? Or do we skip him?","$3,248.36","(None)"
"1 - Bid option","Save Him","Diablo 2: Lord of Destruction","","$2,911.0","(None)"
"1 - Bid option","Leave Him","Diablo 2: Lord of Destruction","","$337.3","(None)"
"0 - Bid War","Character Names","Final Fantasy IV - Free Enterprise","Choose the character names for the Final Fantasy IV: Free Enterprise race. 6 character limit, top 5 chosen. Due to the nature of the run, the characters each name will be assigned to is not set in stone, so some characters may end up with a different name assigned by each player.","$3,810.11","(None)"
"1 - Bid option","Machin","Final Fantasy IV - Free Enterprise","","$1,170.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV - Free Enterprise","","$1,040.1","(None)"
"1 - Bid option","Shiny","Final Fantasy IV - Free Enterprise","","$317.0","(None)"
"1 - Bid option","Reed","Final Fantasy IV - Free Enterprise","","$200.0","(None)"
"1 - Bid option","Kanon","Final Fantasy IV - Free Enterprise","","$170.0","(None)"
"1 - Bid option","Tifa","Final Fantasy IV - Free Enterprise","","$161.0","(None)"
"1 - Bid option","WARK","Final Fantasy IV - Free Enterprise","","$150.0","(None)"
"1 - Bid option","Chrome","Final Fantasy IV - Free Enterprise","","$145.0","(None)"
"1 - Bid option","Finally","Final Fantasy IV - Free Enterprise","","$100.0","(None)"
"1 - Bid option","Waldo","Final Fantasy IV - Free Enterprise","","$85.0","(None)"
"1 - Bid option","ORB","Final Fantasy IV - Free Enterprise","","$62.0","(None)"
"1 - Bid option","Astos","Final Fantasy IV - Free Enterprise","","$50.0","(None)"
"1 - Bid option","nesnalica","Final Fantasy IV - Free Enterprise","","$35.0","(None)"
"1 - Bid option","Pants","Final Fantasy IV - Free Enterprise","","$35.0","(None)"
"1 - Bid option","Tidus","Final Fantasy IV - Free Enterprise","","$30.0","(None)"
"1 - Bid option","VoHiYo","Final Fantasy IV - Free Enterprise","","$20.0","(None)"
"1 - Bid option","ACHOO!","Final Fantasy IV - Free Enterprise","","$15.0","(None)"
"1 - Bid option","Denver","Final Fantasy IV - Free Enterprise","","$10.0","(None)"
"1 - Bid option","RedKah","Final Fantasy IV - Free Enterprise","","$10.0","(None)"
"1 - Bid option","Volkor","Final Fantasy IV - Free Enterprise","","$5.0","(None)"
"0 - Bid War","Choose the Starting Character","Final Fantasy IV - Free Enterprise","NOTE: The deadline for this incentive is 6 AM Eastern on Friday, January 11th 2019.","$11,468.18","(None)"
"1 - Bid option","Cecil","Final Fantasy IV - Free Enterprise","","$5,951.0","(None)"
"1 - Bid option","Rydia","Final Fantasy IV - Free Enterprise","","$2,110.0","(None)"
"1 - Bid option","Edward","Final Fantasy IV - Free Enterprise","","$2,059.0","(None)"
"1 - Bid option","Yang","Final Fantasy IV - Free Enterprise","","$365.0","(None)"
"1 - Bid option","Kain","Final Fantasy IV - Free Enterprise","","$242.0","(None)"
"1 - Bid option","Cid","Final Fantasy IV - Free Enterprise","","$210.0","(None)"
"1 - Bid option","Edge","Final Fantasy IV - Free Enterprise","","$175.0","(None)"
"1 - Bid option","FuSoYa","Final Fantasy IV - Free Enterprise","","$166.1","(None)"
"1 - Bid option","Porom","Final Fantasy IV - Free Enterprise","","$95.0","(None)"
"1 - Bid option","Palom","Final Fantasy IV - Free Enterprise","","$60.0","(None)"
"1 - Bid option","Tellah","Final Fantasy IV - Free Enterprise","","$20.0","(None)"
"1 - Bid option","Rosa","Final Fantasy IV - Free Enterprise","","$15.0","(None)"
"0 - Bid War","What music does the Dark Elf hate?","Final Fantasy IV - Free Enterprise","NOTE: The deadline for this incentive is 6 AM Eastern on Friday, January 11th 2019.","$5,069.53","(None)"
"1 - Bid option","Legend of Zelda","Final Fantasy IV - Free Enterprise","","$2,325.0","(None)"
"1 - Bid option","Undertale","Final Fantasy IV - Free Enterprise","","$2,204.5","(None)"
"1 - Bid option","Castlevania","Final Fantasy IV - Free Enterprise","","$270.0","(None)"
"1 - Bid option","Final Fantasy","Final Fantasy IV - Free Enterprise","","$160.0","(None)"
"1 - Bid option","Mario","Final Fantasy IV - Free Enterprise","","$75.0","(None)"
"1 - Bid option","Mega Man","Final Fantasy IV - Free Enterprise","","$35.0","(None)"
"0 - Bid War","Zeromus&#39; Sprite","Final Fantasy IV - Free Enterprise","NOTE: The deadline for this incentive is 6 AM Eastern on Friday, January 11th 2019.","$4,865.29","(None)"
"1 - Bid option","Super Metroid&#39;s Animals","Final Fantasy IV - Free Enterprise","","$2,612.7","(None)"
"1 - Bid option","Moon from Majora&#39;s Mask","Final Fantasy IV - Free Enterprise","","$1,656.5","(None)"
"1 - Bid option","Prinny from Disgaea","Final Fantasy IV - Free Enterprise","","$291.0","(None)"
"1 - Bid option","TASbot","Final Fantasy IV - Free Enterprise","","$175.0","(None)"
"1 - Bid option","Edward the Bard","Final Fantasy IV - Free Enterprise","","$80.0","(None)"
"1 - Bid option","The Yetee","Final Fantasy IV - Free Enterprise","","$50.0","(None)"
"0 - Donation Goal","BONUS: TASBot and Twitch play Super Scribblenauts","Twitch Plays Super Scribblenauts","Replace SETUP BLOCK 5 with a Twitch-integration TASbot run of Super Scribblenauts, presented by dwangoAC.","$100,263.71","$100,000.00"
"0 - Bid War","Amarant&#39;s Name","Final Fantasy IX","Choose the name given to Amarant for the Final Fantasy IX run. 7 characters maximum.","$2,686.31","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$1,469.2","(None)"
"1 - Bid option","Caltrop","Final Fantasy IX","","$520.0","(None)"
"1 - Bid option","Bro","Final Fantasy IX","","$300.0","(None)"
"1 - Bid option","cthulhu","Final Fantasy IX","","$215.0","(None)"
"1 - Bid option","Wiggle","Final Fantasy IX","","$70.0","(None)"
"1 - Bid option","Jeff","Final Fantasy IX","","$35.0","(None)"
"1 - Bid option","WENDYS","Final Fantasy IX","","$25.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$21.0","(None)"
"1 - Bid option","BobRoss","Final Fantasy IX","","$11.1","(None)"
"1 - Bid option","Miguel","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","MoSalah","Final Fantasy IX","","$10.0","(None)"
"0 - Donation Goal","Blindfolded Menuing","Final Fantasy IX","During the Final Fantasy IX run, Luzbelheim will have an extended menuing sequence during the Pandemonium part of Disc 3. If met, he&#39;ll do it blindfolded.","$42,117.35","$40,000.00"
"0 - Bid War","Eiko&#39;s Name","Final Fantasy IX","Choose the name given to Eiko for the Final Fantasy IX run. 7 characters maximum.","$7,788.02","(None)"
"1 - Bid option","Yee","Final Fantasy IX","","$2,419.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$2,136.0","(None)"
"1 - Bid option","Tinahax","Final Fantasy IX","","$1,027.0","(None)"
"1 - Bid option","Muttski","Final Fantasy IX","","$680.0","(None)"
"1 - Bid option","Jasper","Final Fantasy IX","","$600.0","(None)"
"1 - Bid option","Cecil","Final Fantasy IX","","$280.0","(None)"
"1 - Bid option","Kanna","Final Fantasy IX","","$210.0","(None)"
"1 - Bid option","Chex","Final Fantasy IX","","$165.0","(None)"
"1 - Bid option","Okie","Final Fantasy IX","","$60.0","(None)"
"1 - Bid option","Dummy","Final Fantasy IX","","$50.0","(None)"
"1 - Bid option","Quina","Final Fantasy IX","","$40.0","(None)"
"1 - Bid option","JonCena","Final Fantasy IX","","$30.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$26.0","(None)"
"1 - Bid option","RyanD","","","$25.0","(None)"
"1 - Bid option","Lia","Final Fantasy IX","","$20.0","(None)"
"1 - Bid option","Waluigi","Final Fantasy IX","","$15.0","(None)"
"1 - Bid option","Rags","Final Fantasy IX","","$5.0","(None)"
"0 - Bid War","Freya&#39;s Name","Final Fantasy IX","Choose the name given to Freya for the Final Fantasy IX run. 7 characters maximum.","$6,595.58","(None)"
"1 - Bid option","Undyne","Final Fantasy IX","","$2,159.3","(None)"
"1 - Bid option","Hammer","Final Fantasy IX","","$2,147.7","(None)"
"1 - Bid option","DaWaifu","Final Fantasy IX","","$1,325.0","(None)"
"1 - Bid option","Flea","Final Fantasy IX","","$275.0","(None)"
"1 - Bid option","Esentia","Final Fantasy IX","","$146.1","(None)"
"1 - Bid option","ALPHA","Final Fantasy IX","","$125.0","(None)"
"1 - Bid option","Rachael","Final Fantasy IX","","$105.0","(None)"
"1 - Bid option","Ikea","Final Fantasy IX","","$100.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$56.0","(None)"
"1 - Bid option","Sakido","Final Fantasy IX","","$45.0","(None)"
"1 - Bid option","Batty","Final Fantasy IX","","$35.0","(None)"
"1 - Bid option","Stinky","Final Fantasy IX","","$25.0","(None)"
"1 - Bid option","Tifa","Final Fantasy IX","","$18.3","(None)"
"1 - Bid option","Ratchel","Final Fantasy IX","","$17.0","(None)"
"1 - Bid option","Khimari","Final Fantasy IX","","$15.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$1.0","(None)"
"0 - Bid War","Garnet&#39;s Name","Final Fantasy IX","Choose the name given to Garnet for the Final Fantasy IX run. 7 characters maximum.","$6,961.65","(None)"
"1 - Bid option","My Man","Final Fantasy IX","","$3,009.3","(None)"
"1 - Bid option","Klaige","Final Fantasy IX","","$2,964.3","(None)"
"1 - Bid option","Terra","Final Fantasy IX","","$325.0","(None)"
"1 - Bid option","BbyGril","Final Fantasy IX","","$270.0","(None)"
"1 - Bid option","Canary","Final Fantasy IX","","$86.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$76.0","(None)"
"1 - Bid option","Whales","Final Fantasy IX","","$50.0","(None)"
"1 - Bid option","Silver","Final Fantasy IX","","$35.0","(None)"
"1 - Bid option","Garnet","Final Fantasy IX","","$30.0","(None)"
"1 - Bid option","Picklep","Final Fantasy IX","","$30.0","(None)"
"1 - Bid option","Dapper","Final Fantasy IX","","$25.0","(None)"
"1 - Bid option","Celes","Final Fantasy IX","","$20.0","(None)"
"1 - Bid option","Rags","Final Fantasy IX","","$20.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$11.0","(None)"
"1 - Bid option","Gem","Final Fantasy IX","","$10.0","(None)"
"0 - Bid War","Quina&#39;s Name","Final Fantasy IX","Choose the name given to Quina for the Final Fantasy IX run. 7 characters maximum.","$4,274.62","(None)"
"1 - Bid option","Ma\xc3\xaft\xc3\xa9","Final Fantasy IX","","$2,313.5","(None)"
"1 - Bid option","Quinoa","Final Fantasy IX","","$1,518.5","(None)"
"1 - Bid option","Grandma","Final Fantasy IX","","$220.0","(None)"
"1 - Bid option","JonCena","Final Fantasy IX","","$100.0","(None)"
"1 - Bid option","Freya","Final Fantasy IX","","$55.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$26.0","(None)"
"1 - Bid option","Porpeta","Final Fantasy IX","","$25.0","(None)"
"1 - Bid option","VoHiYo","Final Fantasy IX","","$5.5","(None)"
"1 - Bid option","Oon","Final Fantasy IX","","$5.0","(None)"
"1 - Bid option","Queasy","Final Fantasy IX","","$5.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$1.0","(None)"
"0 - Bid War","Steiner&#39;s Name","Final Fantasy IX","Choose the name given to Steiner for the Final Fantasy IX run. 7 characters maximum.","$5,722.00","(None)"
"1 - Bid option","Reinhardt","Final Fantasy IX","","$1,515.0","(None)"
"1 - Bid option","Stankey","Final Fantasy IX","","$1,390.0","(None)"
"1 - Bid option","Clem","Final Fantasy IX","","$1,355.0","(None)"
"1 - Bid option","Rusty","Final Fantasy IX","","$1,225.0","(None)"
"1 - Bid option","Beatrix","Final Fantasy IX","","$75.0","(None)"
"1 - Bid option","Charlie","Final Fantasy IX","","$50.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$26.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$21.0","(None)"
"1 - Bid option","Xantor","Final Fantasy IX","","$15.0","(None)"
"1 - Bid option","Franz","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","HardBoi","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","Joe","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","Gordo","Final Fantasy IX","","$5.0","(None)"
"1 - Bid option","Kronk","Final Fantasy IX","","$5.0","(None)"
"1 - Bid option","MOMMY","Final Fantasy IX","","$5.0","(None)"
"1 - Bid option","Scott","Final Fantasy IX","","$5.0","(None)"
"0 - Donation Goal","Vivi + Quina Marriage","Final Fantasy IX","Show off the marriage scene between Vivi and Quina during the Final Fantasy IX run.","$41,905.84","$40,000.00"
"0 - Bid War","Vivi&#39;s Name","Final Fantasy IX","Choose the name given to Vivi during the Final Fantasy IX run. 7 characters maximum.","$6,808.50","(None)"
"1 - Bid option","Keydee","Final Fantasy IX","","$3,005.0","(None)"
"1 - Bid option","Wizbiz","Final Fantasy IX","","$930.0"," (None)"
"1 - Bid option","Jawa","Final Fantasy IX","","$842.5","(None)"
"1 - Bid option","Ralsei","Final Fantasy IX","","$830.0","(None)"
"1 - Bid option","DrBob","Final Fantasy IX","","$285.0","(None)"
"1 - Bid option","Barrett","Final Fantasy IX","","$230.0","(None)"
"1 - Bid option","Wizrobe","Final Fantasy IX","","$122.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$61.0","(None)"
"1 - Bid option","Magus","Final Fantasy IX","","$60.0","(None)"
"1 - Bid option","Steve","Final Fantasy IX","","$60.0","(None)"
"1 - Bid option","Auntie V","Final Fantasy IX","","$50.0","(None)"
"1 - Bid option","Prince","Final Fantasy IX","","$50.0","(None)"
"1 - Bid option","Zidane","Final Fantasy IX","","$50.0","(None)"
"1 - Bid option","Bobo","Final Fantasy IX","","$47.0","(None)"
"1 - Bid option","Mars","Final Fantasy IX","","$35.0","(None)"
"1 - Bid option","Vivi","Final Fantasy IX","","$35.0","(None)"
"1 - Bid option","ViviFFIX","Final Fantasy IX","","$35.0","(None)"
"1 - Bid option","Orko","Final Fantasy IX","","$25.0","(None)"
"1 - Bid option","Bopp","Final Fantasy IX","","$20.0","(None)"
"1 - Bid option","Dusk","Final Fantasy IX","","$20.0","(None)"
"1 - Bid option","Dan","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$6.0","(None)"
"0 - Bid War","Zidane&#39;s Name","Final Fantasy IX","Choose the name given to Zidane during the Final Fantasy IX run. 7 characters maximum.","$5,224.34","(None)"
"1 - Bid option","Zizou","Final Fantasy IX","","$3,000.0","(None)"
"1 - Bid option","Goku","Final Fantasy IX","","$1,265.0","(None)"
"1 - Bid option","GUNK","Final Fantasy IX","","$265.0","(None)"
"1 - Bid option","Locke","Final Fantasy IX","","$217.3","(None)"
"1 - Bid option","ARBYS","Final Fantasy IX","","$181.0","(None)"
"1 - Bid option","Nero","Final Fantasy IX","","$125.0","(None)"
"1 - Bid option","Mah Guy","Final Fantasy IX","","$80.0","(None)"
"1 - Bid option","Cloud","Final Fantasy IX","","$50.0","(None)"
"1 - Bid option","Bro","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","Hans","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","Yitan","Final Fantasy IX","","$10.0","(None)"
"1 - Bid option","monky","Final Fantasy IX","","$5.0","(None)"
"1 - Bid option","Xantor","Final Fantasy IX","","$5.0","(None)"
"1 - Bid option","ORB","Final Fantasy IX","","$1.0","(None)"
"0 - Donation Goal","Upgrade to 100%","Luigi&#39;s Mansion","Change the category for the Luigi&#39;s Mansion run to 100%.","$26,139.76","$25,000.00"
"0 - Donation Goal","Beat Yhorm without Storm Ruler","Dark Souls III","Beat Yhorm the Giant wihtout using the Storm Ruler weapon during the Dark Souls III run.","$50,493.42","$50,000.00"
"0 - Bid War","Kill or Spare the Firekeeper","Dark Souls III","Choose the fate of the Firekeeper at the end of the Dark Souls III run.","$12,963.56","(None)"
"1 - Bid option","Spare the Firekeeper","Dark Souls III","","$9,220.8","(None)"
"1 - Bid option","Kill the Firekeeper","Dark Souls III","","$3,742.7","(None)"
"0 - Donation Goal","BONUS: Bloodborne","Bloodborne","Replace SETUP BLOCK 6 with an Any% run of Bloodborne by heyZeusHeresToast.","$250,806.80","$250,000.00"
"0 - Donation Goal","Thumbshredder Showcase","Super Gracie World","Show off the super hard level, &#39;Thumbshredder&#39;, after the Super Gracie World run.","$44,573.05","$90,000.00"
"0 - Donation Goal","Bowser Painting Fight","Super Mario Odyssey","Clear the Bowser Painting refight sequence after the Super Mario Odyssey run.","$35,215.51","$35,000.00"
"0 - Donation Goal","Dark Side Boss Rush","Super Mario Odyssey","Clear the Dark Side Boss Rush after the Super Mario Odyssey run.","$208,441.12","$200,000.00"
"0 - Donation Goal","Rush Boxer Shorts","Super Mario Odyssey","Get the Boxer Shorts costume ASAP during the Super Mario Odyssey run.","$35,079.33","$35,000.00"
"0 - Bid War","Save or Kill the Animals","Super Metroid","You know the drill. Determine the fate of the animals at the end of the Super Metroid run.","$278,581.24","(None)"
"1 - Bid option","Kill the Animals","Super Metroid","","$142,909.7","(None)"
"1 - Bid option","Save the Animals","Super Metroid","","$135,671.5","(None)"
