"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","U","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$50.0","(None)"
"1 - Bid option","vidgams","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$50.0","(None)"
"1 - Bid option","TR-8R","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$10.0","(None)"
"1 - Bid option","Exeat","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$5.0","(None)"
"0 - Bid War","Character name - Trainer","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","Name the Main character. Limit 7 characters.","$2,806.35","(None)"
"1 - Bid option","Verdier","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$1,530.0","(None)"
"1 - Bid option","BobRoss","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$908.3","(None)"
"1 - Bid option","Ash","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$110.0","(None)"
"1 - Bid option","Kappa","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$70.0","(None)"
"1 - Bid option","Lemmy","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$35.0","(None)"
"1 - Bid option","WowDeku","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$35.0","(None)"
"1 - Bid option","WWWWWWW","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$23.0","(None)"
"1 - Bid option","Bill","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$8.0","(None)"
"1 - Bid option","Exeat","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$0.0","(None)"
"1 - Bid option","HYYpEE","Pok\xc3\xa9mon Yellow: Special Pikachu Edition","","$0.0","(None)"
"0 - Donation Goal","Bonus Game - Pokemon Blue (Glitch Exhibition)","Pokemon Blue","","$20,124.02","$20,000.00"
"0 - Donation Goal","Bonus Game - Final Fantasy Any%","Final Fantasy","","$4,005.00","$4,000.00"
"0 - Bid War","Filename","The Legend of Zelda: Ocarina of Time / Master Quest","8 character limit, japanese and english characters allowed.","$14,331.43","(None)"
"1 - Bid option","Daddy","The Legend of Zelda: Ocarina of Time / Master Quest","","$4,366.7","(None)"
"1 - Bid option","Narcissa","The Legend of Zelda: Ocarina of Time / Master Quest","","$3,232.2","(None)"
"1 - Bid option","Iwata","The Legend of Zelda: Ocarina of Time / Master Quest","","$2,160.1","(None)"
"1 - Bid option","JohnCena","The Legend of Zelda: Ocarina of Time / Master Quest","","$1,429.0","(None)"
"1 - Bid option","Cosmo","The Legend of Zelda: Ocarina of Time / Master Quest","","$765.5","(None)"
"1 - Bid option","TomGerm","The Legend of Zelda: Ocarina of Time / Master Quest","","$675.0","(None)"
"1 - Bid option","Avalon","The Legend of Zelda: Ocarina of Time / Master Quest","","$325.0","(None)"
"1 - Bid option","Linkle","The Legend of Zelda: Ocarina of Time / Master Quest","","$321.0","(None)"
"1 - Bid option","IAmGroot","The Legend of Zelda: Ocarina of Time / Master Quest","","$308.2","(None)"
"1 - Bid option","Blaze","The Legend of Zelda: Ocarina of Time / Master Quest","","$209.0","(None)"
"1 - Bid option","Lunkle","The Legend of Zelda: Ocarina of Time / Master Quest","","$85.0","(None)"
"1 - Bid option","ClntStvn","The Legend of Zelda: Ocarina of Time / Master Quest","","$67.5","(None)"
"1 - Bid option","Help","The Legend of Zelda: Ocarina of Time / Master Quest","","$65.0","(None)"
"1 - Bid option","kmacBB","The Legend of Zelda: Ocarina of Time / Master Quest","","$50.0","(None)"
"1 - Bid option","JohnNums","The Legend of Zelda: Ocarina of Time / Master Quest","","$45.0","(None)"
"1 - Bid option","Groose","The Legend of Zelda: Ocarina of Time / Master Quest","","$35.0","(None)"
"1 - Bid option","Knutson","The Legend of Zelda: Ocarina of Time / Master Quest","","$30.0","(None)"
"1 - Bid option","Garfield","The Legend of Zelda: Ocarina of Time / Master Quest","","$11.0","(None)"
"1 - Bid option","Wicks","The Legend of Zelda: Ocarina of Time / Master Quest","","$5.0","(None)"
"0 - Donation Goal","Glitch Exhibition","The Legend of Zelda: Ocarina of Time / Master Quest","Watch ZFG show off 2 extra glitches in Ocarina of Time Master Quest All Dungeons.","$6,014.80","$6,000.00"
"0 - Donation Goal","Blindforded Co-op Majora Fight","The Legend of Zelda: Majora&#39;s Mask","The 100% category has the added advantage of both the Fierce Deity Mask from collecting all the masks in the game and an exceedingly large amount of health thanks to 20 hearts with the double defense upgrade by the time it reaches the end of the game. This makes the final boss fight a pushover typically, requiring very little effort and ending very quickly. And thanks to the Fierce Deity Mask&#39;s beams it fires from its sword, hitting the boss blind is not a problem. For this reason, ending the co-op run with all 4 players coordinating together on one controller while blindfolded is not only safe, but would be an appropriate and hilarious way to do so.","$7,575.24","$7,500.00"
"0 - Bid War","Filename","The Legend of Zelda: Majora&#39;s Mask","8 character filename that appears a few times throughout the run and in the credits.","$7,677.20","(None)"
"1 - Bid option","Germench","The Legend of Zelda: Majora&#39;s Mask","","$3,295.6","(None)"
"1 - Bid option","KILLCANCER","The Legend of Zelda: Majora&#39;s Mask","","$1,590.0","(None)"
"1 - Bid option","Bearpaws","The Legend of Zelda: Majora&#39;s Mask","","$706.0","(None)"
"1 - Bid option","LankyKong","The Legend of Zelda: Majora&#39;s Mask","","$360.0","(None)"
"1 - Bid option","Lynda","The Legend of Zelda: Majora&#39;s Mask","","$335.0","(None)"
"1 - Bid option","DSDad","The Legend of Zelda: Majora&#39;s Mask","","$285.0","(None)"
"1 - Bid option","Catherine","The Legend of Zelda: Majora&#39;s Mask","","$250.0","(None)"
"1 - Bid option","Nipking","The Legend of Zelda: Majora&#39;s Mask","","$215.0","(None)"
"1 - Bid option","MajinPhil","The Legend of Zelda: Majora&#39;s Mask","","$150.0","(None)"
"1 - Bid option","DoctorJohn","The Legend of Zelda: Majora&#39;s Mask","","$140.0","(None)"
"1 - Bid option","FlooferZ","The Legend of Zelda: Majora&#39;s Mask","","$115.0","(None)"
"1 - Bid option","Chuchu","The Legend of Zelda: Majora&#39;s Mask","","$75.5","(None)"
"1 - Bid option","KegThrw","The Legend of Zelda: Majora&#39;s Mask","","$30.0","(None)"
"1 - Bid option","Baddies","The Legend of Zelda: Majora&#39;s Mask","","$25.0","(None)"
"1 - Bid option","Nafjan","The Legend of Zelda: Majora&#39;s Mask","","$20.0","(None)"
"1 - Bid option","Germanch","The Legend of Zelda: Majora&#39;s Mask","","$10.0","(None)"
"0 - Bid War","Character skin","Ratchet &amp; Clank: Up Your Arsenal","Choose the cosmetic skin for Ratchet to wear.","$2,899.07","(None)"
"1 - Bid option","Tuxedo Ratchet","Ratchet &amp; Clank: Up Your Arsenal","","$1,817.9","(None)"
"1 - Bid option","Classic Ratchet","Ratchet &amp; Clank: Up Your Arsenal","","$577.2","(None)"
"1 - Bid option","Snowman Ratchet","Ratchet &amp; Clank: Up Your Arsenal","","$448.2","(None)"
"1 - Bid option","Standard Ratchet","Ratchet &amp; Clank: Up Your Arsenal","","$55.6","(None)"
"0 - Donation Goal","Xem Sings","Ratchet &amp; Clank: Up Your Arsenal","Trained Opera Singer Xem sings during Marcadia Mission 4","$2,874.69","$2,500.00"
"1 - Bid option","Mein Sehnen Mein Waehnen by Erich Wolfgang Korngold","Ratchet &amp; Clank: Up Your Arsenal","","$1,902.4","(None)"
"1 - Bid option","Everybody Talks by Neon Trees","Ratchet &amp; Clank: Up Your Arsenal","","$411.0","(None)"
"1 - Bid option","Thinkin Bout You by Frank Ocean","Ratchet &amp; Clank: Up Your Arsenal","","$250.5","(None)"
"1 - Bid option","Give Me Love by Ed Sheeran","Ratchet &amp; Clank: Up Your Arsenal","","$210.0","(None)"
"1 - Bid option","Mother I&#39;m Here by Darren Kobb","Ratchet &amp; Clank: Up Your Arsenal","","$100.6","(None)"
"0 - Donation Goal","Beta version of Sunset Vista","Crash Bandicoot","The incentive would be to complete the Beta version of Sunset Vista. In 2014 we had an incentive for Stormy Accent, a level that was removed from the final version of the game due to its excess difficulty. Crash Bandicoot was nerfed heavily during development for this same reason, but there is a prototype version that has level layouts that are considerably harder than anything that made it into the final game. Sunset Vista is one the hardest levels in the game and is even harder in the prototype, which is why I selected it as the incentive.","$4,004.28","$4,000.00"
"0 - Bid War","Armor Color","Shovel Knight","","$4,495.85","(None)"
"1 - Bid option","Gold","Shovel Knight","","$2,732.5","(None)"
"1 - Bid option","Dark Blue","Shovel Knight","","$1,743.7","(None)"
"1 - Bid option","Default","Shovel Knight","","$19.5","(None)"
"0 - Bid War","Character name","Shovel Knight","9 Character limit","$2,032.87","(None)"
"1 - Bid option","TheWaitress","Shovel Knight","","$1,205.0","(None)"
"1 - Bid option","TRAYESH!","Shovel Knight","","$375.0","(None)"
"1 - Bid option","CapnDrake","Shovel Knight","","$200.0","(None)"
"1 - Bid option","Teal Knight","Shovel Knight","","$80.0","(None)"
"1 - Bid option","Myles","Shovel Knight","","$60.0","(None)"
"1 - Bid option","Mona","Shovel Knight","","$55.0","(None)"
"1 - Bid option","Ech","Shovel Knight","","$22.8","(None)"
"1 - Bid option","Captain N","Shovel Knight","","$15.0","(None)"
"1 - Bid option","F cancer","Shovel Knight","","$10.0","(None)"
"1 - Bid option","PwettyDerek","Shovel Knight","","$5.0","(None)"
"0 - Donation Goal","Trouple King Dance","Shovel Knight","Watch the Trouple King Dance!","$5,003.90","$5,000.00"
"0 - Bid War","Character choice","Mario Kart 8","","$17,046.20","(None)"
"1 - Bid option","Waluigi","Mario Kart 8","","$10,879.0","(None)"
"1 - Bid option","Rosalina","Mario Kart 8","","$2,898.0","(None)"
"1 - Bid option","Link","Mario Kart 8","","$2,523.1","(None)"
"1 - Bid option","Donkey Kong","Mario Kart 8","","$636.0","(None)"
"1 - Bid option","Roy","Mario Kart 8","","$110.0","(None)"
"0 - Donation Goal","Bonus Game - Mario Kart 64 (All cups 2p1c)","Mario Kart 64","","$20,100.00","$20,000.00"
"0 - Donation Goal","MK64 Star Cup TAS","TASBOT Plays Mario Kart 64","A new for AGDQ 2016 TAS from Weatherton of Mario Kart 64&#39;s Star Cup consisting of all four races in the cup in less than 5 minutes.","$5,010.96","$5,000.00"
"0 - Bid War","Choose a fossil","TASBot plays Brain Age","There is a historical heated debate between which is better in Pokemon - the Dome Fossil or the Helix Fossil. During Brain Age, we will draw either a Dome Fossil or a Helix Fossil based on the results of the bid war.","$7,431.78","(None)"
"1 - Bid option","Helix Fossil","TASBot plays Brain Age","","$4,117.9","(None)"
"1 - Bid option","Dome Fossil","TASBot plays Brain Age","","$3,313.8","(None)"
"0 - Bid War","DS firmware player name","TASBot plays Brain Age","DS Firmware player name.","$7,597.21","(None)"
"1 - Bid option","Keylie","TASBot plays Brain Age","","$3,847.5","(None)"
"1 - Bid option","Bob Ross","TASBot plays Brain Age","","$3,422.6","(None)"
"1 - Bid option","Letters","TASBot plays Brain Age","","$70.0","(None)"
"1 - Bid option","cubeboy","TASBot plays Brain Age","","$55.0","(None)"
"1 - Bid option","Derpovic","TASBot plays Brain Age","","$55.0","(None)"
"1 - Bid option","GarfKart","TASBot plays Brain Age","","$51.0","(None)"
"1 - Bid option","Kappa","TASBot plays Brain Age","","$35.0","(None)"
"1 - Bid option","Bot Ross","TASBot plays Brain Age","","$15.0","(None)"
"1 - Bid option","Renamon","TASBot plays Brain Age","","$6.0","(None)"
"0 - Donation Goal","Twitch Helps Play...","TASBot plays Brain Age","Twitch Helps Play...","$22,897.48","$20,000.00"
"0 - Bid War","Filename","The Legend of Zelda: A Link to the Past","4 characters, 3 empty slots to name, so incentives can be 12 characters long including spaces.","$21,695.93","(None)"
"1 - Bid option","Iwata","The Legend of Zelda: A Link to the Past","","$13,231.1","(None)"
"1 - Bid option","ALLO C-EST MV","The Legend of Zelda: A Link to the Past","","$4,366.6","(None)"
"1 - Bid option","INEB","The Legend of Zelda: A Link to the Past","","$1,083.0","(None)"
"1 - Bid option","Zelda","The Legend of Zelda: A Link to the Past","","$545.3","(None)"
"1 - Bid option","Nederland","The Legend of Zelda: A Link to the Past","","$370.0","(None)"
"1 - Bid option","Kaepora","The Legend of Zelda: A Link to the Past","","$316.0","(None)"
"1 - Bid option","Adlez","The Legend of Zelda: A Link to the Past","","$302.5","(None)"
"1 - Bid option","Atawi","The Legend of Zelda: A Link to the Past","","$255.0","(None)"
"1 - Bid option","kniL","The Legend of Zelda: A Link to the Past","","$233.7","(None)"
"1 - Bid option","BugCatchnKid","The Legend of Zelda: A Link to the Past","","$191.0","(None)"
"1 - Bid option","XLNA","The Legend of Zelda: A Link to the Past","","$190.0","(None)"
"1 - Bid option","Gene Peters","The Legend of Zelda: A Link to the Past","","$150.0","(None)"
"1 - Bid option","Beamos","The Legend of Zelda: A Link to the Past","","$121.0","(None)"
"1 - Bid option","Ganon","The Legend of Zelda: A Link to the Past","","$103.5","(None)"
"1 - Bid option","Party Worm","The Legend of Zelda: A Link to the Past","","$65.0","(None)"
"1 - Bid option","Narcissa","The Legend of Zelda: A Link to the Past","","$63.1","(None)"
"1 - Bid option","Alicia Burrito","The Legend of Zelda: A Link to the Past","","$53.0","(None)"
"1 - Bid option","GOTCentury","The Legend of Zelda: A Link to the Past","","$30.0","(None)"
"1 - Bid option","ALLO CEST MRMV","The Legend of Zelda: A Link to the Past","","$16.0","(None)"
"0 - Donation Goal","Houlihan% race","The Legend of Zelda: A Link to the Past","A short quirky race to show off the Chris Houlihan room, put in the game as a crash prevention and named after a winner from Nintendo Power.","$15,456.74","$15,000.00"
"0 - Bid War","Character name","Bloodborne","2 characters in the run. Top 2 names.","$40,654.81","(None)"
"1 - Bid option","Kev Bobbit","Bloodborne","","$15,613.8","(None)"
"1 - Bid option","JOHN CENA","Bloodborne","","$7,748.8","(None)"
"1 - Bid option","Dio Brando","Bloodborne","","$5,458.6","(None)"
"1 - Bid option","eXserv","Bloodborne","","$2,000.5","(None)"
"1 - Bid option","Potato Salad","Bloodborne","","$1,376.0","(None)"
"1 - Bid option","Yamato","Bloodborne","","$1,195.0","(None)"
"1 - Bid option","Dumplstiltskin","Bloodborne","","$811.1","(None)"
"1 - Bid option","Miski","Bloodborne","","$780.0","(None)"
"1 - Bid option","Bob Ross","Bloodborne","","$687.0","(None)"
"1 - Bid option","Itta Pupu","Bloodborne","","$652.4","(None)"
"1 - Bid option","Patches","Bloodborne","","$590.1","(None)"
"1 - Bid option","Beetlejuice","Bloodborne","","$469.5","(None)"
"1 - Bid option","Papyrus","Bloodborne","","$400.0","(None)"
"1 - Bid option","EDMUNDENZEL","Bloodborne","","$397.5","(None)"
"1 - Bid option","Cadence","Bloodborne","","$312.4","(None)"
"1 - Bid option","DSDAD","Bloodborne","","$295.0","(None)"
"1 - Bid option","WHAAALE NOOOIIISES","Bloodborne","","$235.0","(None)"
"1 - Bid option","BloodShaun","Bloodborne","","$225.1","(None)"
"1 - Bid option","Ita Popo","Bloodborne","","$180.0","(None)"
"1 - Bid option","Mamy Nova","Bloodborne","","$173.0","(None)"
"1 - Bid option","Miyazaki","Bloodborne","","$150.0","(None)"
"1 - Bid option","Grandpa Cranberry","Bloodborne","","$125.0","(None)"
"1 - Bid option","Tintin","Bloodborne","","$100.0","(None)"
"1 - Bid option","Mike Dawson","Bloodborne","","$80.7","(None)"
"1 - Bid option","Eta Popo","Bloodborne","","$70.0","(None)"
"1 - Bid option","Germanch","Bloodborne","","$55.0","(None)"
"1 - Bid option","Sub Mec","Bloodborne","","$50.0","(None)"
"1 - Bid option","PI","Bloodborne","","$46.0","(None)"
"1 - Bid option","Hope","Bloodborne","","$45.6","(None)"
"1 - Bid option","Njuneris","Bloodborne","","$45.1","(None)"
"1 - Bid option","Youll Coward","Bloodborne","","$45.0","(None)"
"1 - Bid option","Scarlett","Bloodborne","","$35.0","(None)"
"1 - Bid option","Hunter Rose","Bloodborne","","$20.0","(None)"
"1 - Bid option","ReallyWideFish","Bloodborne","","$20.0","(None)"
"1 - Bid option","Chivano","Bloodborne","","$10.0","(None)"
"1 - Bid option","Gog Torbo","Bloodborne","","$10.0","(None)"
"1 - Bid option","Vagipoo","Bloodborne","","$10.0","(None)"
"1 - Bid option","Yuriblack","Bloodborne","","$10.0","(None)"
"1 - Bid option","SacredIwata","Bloodborne","","$8.0","(None)"
"1 - Bid option","Ittapupu","Bloodborne","","$5.0","(None)"
"1 - Bid option","kappa","Bloodborne","","$5.0","(None)"
"1 - Bid option","Tatanuso","Bloodborne","","$5.0","(None)"
"0 - Donation Goal","Get the cannon","Bloodborne","Incentive for getting the cannon. Getting the cannon isn&#39;t too far off from the current route and adds a bit of depth to the run since you have to manage the bullet count during fights.","$10,050.49","$10,000.00"
"0 - Bid War","Save or Kill the Animals","Super Metroid","The classic bid war for Super Metroid. Will we save the animals again or will we kill them this time?","$313,098.19","(None)"
"1 - Bid option","Kill them","Super Metroid","","$163,238.1","(None)"
"1 - Bid option","Save them","Super Metroid","","$149,860.0","(None)"
"0 - Bid War","Best Final Fantasy","Final Fantasy IV","What&#39;s the best Final Fantasy of all time? You decide....","$39,908.48","(None)"
"1 - Bid option","Final Fantasy VI","Final Fantasy IV","","$12,904.0","(None)"
"1 - Bid option","Final Fantasy VII","Final Fantasy IV","","$4,463.5","(None)"
"1 - Bid option","Final Fantasy IV","Final Fantasy IV","","$2,854.6","(None)"
"1 - Bid option","Final Fantasy IX","Final Fantasy IV","","$2,667.6","(None)"
"1 - Bid option","Final Fantasy VIII","Final Fantasy IV","","$2,617.0","(None)"
"1 - Bid option","Final Fantasy Tactics","Final Fantasy IV","","$2,505.0","(None)"
"1 - Bid option","Final Fantasy XII","Final Fantasy IV","","$2,270.0","(None)"
"1 - Bid option","Final Fantasy X","Final Fantasy IV","","$1,435.2","(None)"
"1 - Bid option","Final Fantasy: The Spirits Within","Final Fantasy IV","","$652.3","(None)"
"1 - Bid option","Final Fantasy Mystic Quest","Final Fantasy IV","","$605.0","(None)"
"1 - Bid option","Bravely Default","Final Fantasy IV","","$547.0","(None)"
"1 - Bid option","Final Fantasy XIV","Final Fantasy IV","","$505.0","(None)"
"1 - Bid option","Final Fantasy Crystal Chronicles","Final Fantasy IV","","$441.0","(None)"
"1 - Bid option","Final Fantasy XI","Final Fantasy IV","","$440.0","(None)"
"1 - Bid option","Final Fantasy V","Final Fantasy IV","","$356.5","(None)"
"1 - Bid option","Final Fantasy I","Final Fantasy IV","","$305.0","(None)"
"1 - Bid option","4-5-6","Final Fantasy IV","","$260.0","(None)"
"1 - Bid option","The Entire Series","Final Fantasy IV","","$235.0","(None)"
"1 - Bid option","Final Fantasy XIII","Final Fantasy IV","","$210.2","(None)"
"1 - Bid option","Final Fantasy Tactics Advance","Final Fantasy IV","","$185.0","(None)"
"1 - Bid option","Zelda","Final Fantasy IV","","$175.0","(None)"
"1 - Bid option","Kingdom Hearts Series","Final Fantasy IV","","$155.0","(None)"
"1 - Bid option","Final Fantasy III DS","Final Fantasy IV","","$134.0","(None)"
"1 - Bid option","Final Fantasy X-2","Final Fantasy IV","","$125.0","(None)"
"1 - Bid option","Kingdom Hearts","Final Fantasy IV","","$100.0","(None)"
"1 - Bid option","Final Fantasy Crystal Chronicles: The Crystal Bearers","Final Fantasy IV","","$76.6","(None)"
"1 - Bid option","Transformers: Devastation","Final Fantasy IV","","$68.0","(None)"
"1 - Bid option","Final Fantasy Legends","Final Fantasy IV","","$65.0","(None)"
"1 - Bid option","Half-Life 3","Final Fantasy IV","","$60.5","(None)"
"1 - Bid option","Final Fantasy Dimensions","Final Fantasy IV","","$55.0","(None)"
"1 - Bid option"," Final Fantasy XII: Revenant Wings","Final Fantasy IV","","$50.0","(None)"
"1 - Bid option","Legend of Dragoon","Final Fantasy IV","","$50.0","(None)"
"1 - Bid option","Phantasy Star IV","Final Fantasy IV","","$50.0","(None)"
"1 - Bid option","Dirge of Cerberus","Final Fantasy IV","","$35.0","(None)"
"1 - Bid option","Dissidia Final Fantasy","Final Fantasy IV","","$35.0","(None)"
"1 - Bid option","Arby&#39;s","Final Fantasy IV","","$32.0","(None)"
"1 - Bid option","Final Fantasy II","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Final Fantasy XV","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Mayonnise","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Theatrhythm Final Fantasy: Curtain Call","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Lighting Returns: Final Fantasy XIII","Final Fantasy IV","","$23.0","(None)"
"1 - Bid option","Suikoden II","Final Fantasy IV","","$20.0","(None)"
"1 - Bid option","Final Fantasy Adventure","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","Color-A-Dinosaur","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","Final Fantasy Fables: Chocobo Tales","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","Final Fantasy XIII-2","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","Tactics advanced 2","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","The Last Story","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$9.0","(None)"
"1 - Bid option","Shadow Madness","Final Fantasy IV","","$6.6","(None)"
"1 - Bid option","Psychonauts 2","Final Fantasy IV","","$5.0","(None)"
"1 - Bid option","Final Fantasy Record Keeper","Final Fantasy IV","","$1.0","(None)"
"0 - Bid War","Character name - Cecil","Final Fantasy IV","Name Cecil. Limit 6 characters.","$4,412.15","(None)"
"1 - Bid option","TojiSux","Final Fantasy IV","","$2,129.7","(None)"
"1 - Bid option","Arche","Final Fantasy IV","","$695.0","(None)"
"1 - Bid option","McLuvn","Final Fantasy IV","","$556.0","(None)"
"1 - Bid option","100%","Final Fantasy IV","","$402.7","(None)"
"1 - Bid option","Ray","Final Fantasy IV","","$150.0","(None)"
"1 - Bid option","Fabio","Final Fantasy IV","","$135.0","(None)"
"1 - Bid option","Puppy","Final Fantasy IV","","$70.0","(None)"
"1 - Bid option","Dustin","Final Fantasy IV","","$40.0","(None)"
"1 - Bid option","Xyi","Final Fantasy IV","","$37.9","(None)"
"1 - Bid option","Uyama","Final Fantasy IV","","$33.3","(None)"
"1 - Bid option","roth","Final Fantasy IV","","$31.4","(None)"
"1 - Bid option","Lewis","Final Fantasy IV","","$30.0","(None)"
"1 - Bid option","Scrum","Final Fantasy IV","","$15.0","(None)"
"1 - Bid option","The","Final Fantasy IV","","$11.0","(None)"
"1 - Bid option","Diandre","Final Fantasy IV","","$5.0","(None)"
"1 - Bid option","Edge","Final Fantasy IV","","$5.0","(None)"
"0 - Bid War","Character name - Edge","Final Fantasy IV","Name Edge. Limit 6 characters.","$27,612.72","(None)"
"1 - Bid option","Bif","Final Fantasy IV","","$13,313.5","(None)"
"1 - Bid option","Arbys","Final Fantasy IV","","$12,142.1","(None)"
"1 - Bid option","CHEF","Final Fantasy IV","","$570.0","(None)"
"1 - Bid option","Cena","Final Fantasy IV","","$395.3","(None)"
"1 - Bid option","ANY%","Final Fantasy IV","","$365.0","(None)"
"1 - Bid option","Final Fantasy IV","Final Fantasy IV","","$178.4","(None)"
"1 - Bid option","Donut","Final Fantasy IV","","$160.0","(None)"
"1 - Bid option","ZERO%","Final Fantasy IV","","$115.0","(None)"
"1 - Bid option","Hudge","Final Fantasy IV","","$70.0","(None)"
"1 - Bid option","Ark","Final Fantasy IV","","$55.0","(None)"
"1 - Bid option","FFRK","Final Fantasy IV","","$54.8","(None)"
"1 - Bid option","Slappy","Final Fantasy IV","","$50.0","(None)"
"1 - Bid option","Hail","Final Fantasy IV","","$31.0","(None)"
"1 - Bid option","Final Fantasy 9","Final Fantasy IV","","$15.0","(None)"
"0 - Bid War","Character name - Kain","Final Fantasy IV","Name Kain. Limit 6 characters.","$3,258.44","(None)"
"1 - Bid option","Lemmy","Final Fantasy IV","","$2,113.3","(None)"
"1 - Bid option","TR8R","Final Fantasy IV","","$618.6","(None)"
"1 - Bid option","EmoRen","Final Fantasy IV","","$138.0","(None)"
"1 - Bid option","Cecil","Final Fantasy IV","","$95.6","(None)"
"1 - Bid option","HYPE%","Final Fantasy IV","","$85.0","(None)"
"1 - Bid option","BELOO","Final Fantasy IV","","$50.0","(None)"
"1 - Bid option","ANY%","Final Fantasy IV","","$48.0","(None)"
"1 - Bid option","Seth","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Chocbo","Final Fantasy IV","","$21.0","(None)"
"1 - Bid option","Balti","Final Fantasy IV","","$15.0","(None)"
"1 - Bid option","Kain","Final Fantasy IV","","$15.0","(None)"
"1 - Bid option","Blondie","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","Oni","Final Fantasy IV","","$5.0","(None)"
"1 - Bid option","Oberyn","Final Fantasy IV","","$0.0","(None)"
"0 - Bid War","Character name - Rosa","Final Fantasy IV","Name Rosa. Limit 6 characters.","$5,023.81","(None)"
"1 - Bid option","Kain","Final Fantasy IV","","$2,532.5","(None)"
"1 - Bid option","DANK%","Final Fantasy IV","","$1,436.1","(None)"
"1 - Bid option","Tess","Final Fantasy IV","","$626.0","(None)"
"1 - Bid option","Tina","Final Fantasy IV","","$100.0","(None)"
"1 - Bid option","Nadine","Final Fantasy IV","","$53.1","(None)"
"1 - Bid option","Shana","Final Fantasy IV","","$30.0","(None)"
"1 - Bid option","LOW%","Final Fantasy IV","","$15.0","(None)"
"1 - Bid option","Shire","Final Fantasy IV","","$15.0","(None)"
"1 - Bid option","All","Final Fantasy IV","","$11.0","(None)"
"1 - Bid option","Jenna","Final Fantasy IV","","$5.0","(None)"
"1 - Bid option","34","Final Fantasy IV","","$0.0","(None)"
"0 - Bid War","Character name - Rydia"," Final Fantasy IV","Name Rydia. Limit 6 characters.","$8,945.36","(None)"
"1 - Bid option","MrMV","Final Fantasy IV","","$5,085.2","(None)"
"1 - Bid option","Waifu","Final Fantasy IV","","$2,550.1","(None)"
"1 - Bid option","Ania","Final Fantasy IV","","$500.0","(None)"
"1 - Bid option","Freya","Final Fantasy IV","","$165.0","(None)"
"1 - Bid option","HYPE%","Final Fantasy IV","","$140.0","(None)"
"1 - Bid option","Lilly","Final Fantasy IV","","$135.0","(None)"
"1 - Bid option","Shiev","Final Fantasy IV","","$100.0","(None)"
"1 - Bid option","Amelia","Final Fantasy IV","","$50.0","(None)"
"1 - Bid option","Tess","Final Fantasy IV","","$40.0","(None)"
"1 - Bid option","Demon","Final Fantasy IV","","$21.0","(None)"
"1 - Bid option","the_roth","Final Fantasy IV","","$20.0","(None)"
"1 - Bid option","Final Fantasy XII","Final Fantasy IV","","$15.0","(None)"
"1 - Bid option","MJ","Final Fantasy IV","","$15.0","(None)"
"1 - Bid option","Kain","Final Fantasy IV","","$10.0","(None)"
"1 - Bid option","Bill","Final Fantasy IV","","$8.7","(None)"
"1 - Bid option","LOW%","Final Fantasy IV","","$0.0","(None)"
"0 - Donation Goal","Excalibur route","Final Fantasy IV","Do Final Fantasy IV, with Excalibur! This is a slightly different route from the normal Any% route for the last 25% of the game.","$20,031.41","$20,000.00"
"0 - Donation Goal","Fight Asura","Final Fantasy IV","Fight the Eidolon Asura.","$10,130.84","$10,000.00"
"0 - Donation Goal","Fight Bahamut","Final Fantasy IV","Fight the Eidolong Bahamut.","$21,619.82","$20,000.00"
"0 - Donation Goal","Fight Leviathan","Final Fantasy IV","Fight the Eidolon Leviathan.","$15,426.68","$15,000.00"
"0 - Donation Goal","Trashcan glitch","Final Fantasy IV","Show off the trashcan glitch during the MilonZ fight, during the run.","$10,119.00","$10,000.00"
