"Type","Incentive","Game","Description","Amount","Goal"
"0 - Donation Goal","Kill the Butcher","Diablo","If met, the Butcher will be killed during the Diablo 1 run.","$7,759.69","$7,500.00"
"0 - Donation Goal","Level 1 Sorcerer Any%","Diablo","If met, the Diablo run category will be changed to Level 1 Sorcerer Any%.","$15,005.00","$15,000.00"
"0 - Bid War","What does the Shopkeeper say?","Diablo","Determine which voice line you want the Diablo 1 shopkeeper to say when interacted with for the Diablo 1 run.","$2,592.25","(None)"
"1 - Bid option","Whaddaya buyin&#39;?","Diablo","","$1,193.8","(None)"
"1 - Bid option","Hehehe, thank you!","Diablo","","$924.0","(None)"
"1 - Bid option","Moo?","Diablo","","$175.8","(None)"
"1 - Bid option","It&#39;s over 9000?!","Diablo","","$156.8","(None)"
"1 - Bid option","I sense a soul in search of answers...","Diablo","","$106.0","(None)"
"1 - Bid option","Abandon your foolish quest!","Diablo","","$35.8","(None)"
"1 - Bid option","FrankerZ FrankerZ","Diablo","","$0.0","(None)"
"0 - Bid War","Choose the Character Name","Baldur&#39;s Gate 2: Enhanced Edition","Choose the name given to the player character in the Baldur&#39;s Gate 2: Enhanced Edition run.","$7,347.64","(None)"
"1 - Bid option","Balkanain","Baldur&#39;s Gate 2: Enhanced Edition","","$2,658.2","(None)"
"1 - Bid option","Boo","Baldur&#39;s Gate 2: Enhanced Edition","","$2,313.5","(None)"
"1 - Bid option","Beardy McBeardsson","Baldur&#39;s Gate 2: Enhanced Edition","","$953.7","(None)"
"1 - Bid option","Gary Gygax","Baldur&#39;s Gate 2: Enhanced Edition","","$473.2","(None)"
"1 - Bid option","Drrrrrrzzztztztzzztz","Baldur&#39;s Gate 2: Enhanced Edition","","$282.0","(None)"
"1 - Bid option","Moon2","Baldur&#39;s Gate 2: Enhanced Edition","","$231.3","(None)"
"1 - Bid option","IllBaldUrGate","Baldur&#39;s Gate 2: Enhanced Edition","","$135.0","(None)"
"1 - Bid option","Lore","Baldur&#39;s Gate 2: Enhanced Edition","","$125.0","(None)"
"1 - Bid option","no one","Baldur&#39;s Gate 2: Enhanced Edition","","$60.5","(None)"
"1 - Bid option","Kowalisawesome","Baldur&#39;s Gate 2: Enhanced Edition","","$35.0","(None)"
"1 - Bid option","Tommy Wiseau","Baldur&#39;s Gate 2: Enhanced Edition","","$30.0","(None)"
"1 - Bid option","Commenter&#39;s Choice","Baldur&#39;s Gate 2: Enhanced Edition","","$20.0","(None)"
"1 - Bid option","FlowerCrownHulk","Baldur&#39;s Gate 2: Enhanced Edition","","$20.0","(None)"
"1 - Bid option","Cleevis","Baldur&#39;s Gate 2: Enhanced Edition","","$10.0","(None)"
"0 - Donation Goal","Blindfolded Pontiff and Gundyr","Dark Souls 3","If met, SayviTV will defeat both Pontiff Sulyvahn and Champion Gundyr blindfolded.","$27,648.38","$25,000.00"
"0 - Donation Goal","BONUS GAME: Dark Souls III","Dark Souls 3","Replace SETUP BLOCK 6 with a Dark Souls III Any% No Teardrop run by SayviTV.","$75,718.30","$75,000.00"
"0 - Bid War","Cecil&#39;s Name","Final Fantasy IV","Choose the name given to Cecil for the Final Fantasy IV run. 6 character limit.","$10,769.57","(None)"
"1 - Bid option","Bif","Final Fantasy IV","","$5,115.2","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$3,981.2","(None)"
"1 - Bid option","Prinny","Final Fantasy IV","","$776.6","(None)"
"1 - Bid option","Magus","Final Fantasy IV","","$221.6","(None)"
"1 - Bid option","Cecil","Final Fantasy IV","","$202.8","(None)"
"1 - Bid option","KB201","Final Fantasy IV","","$185.0","(None)"
"1 - Bid option","Golbez","Final Fantasy IV","","$125.0","(None)"
"1 - Bid option","Sabin","Final Fantasy IV","","$72.0","(None)"
"1 - Bid option","Weasel","Final Fantasy IV","","$50.0","(None)"
"1 - Bid option","GodCod","Final Fantasy IV","","$40.0","(None)"
"0 - Bid War","Edward&#39;s Name","Final Fantasy IV","Choose the name given to Edward for the Final Fantasy IV run. 6 character limit.","$2,640.60","(None)"
"1 - Bid option","SPOONY","Final Fantasy IV","","$1,665.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$485.0","(None)"
"1 - Bid option","Spoon","Final Fantasy IV","","$309.5","(None)"
"1 - Bid option","Ripple","Final Fantasy IV","","$121.0","(None)"
"1 - Bid option","Enigma","Final Fantasy IV","","$35.0","(None)"
"1 - Bid option","Wilder","Final Fantasy IV","","$25.0","(None)"
"0 - Bid War","Kain&#39;s Name","Final Fantasy IV","Choose the name given to Kain for the Final Fantasy IV run. 6 character limit.","$2,703.49","(None)"
"1 - Bid option","Batman","Final Fantasy IV","","$1,591.8","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$730.0","(None)"
"1 - Bid option","Zero","Final Fantasy IV","","$270.0","(None)"
"1 - Bid option","Nerd","Final Fantasy IV","","$35.0","(None)"
"1 - Bid option","RUMMEL","Final Fantasy IV","","$31.6","(None)"
"1 - Bid option","Edge","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Jr","Final Fantasy IV","","$20.0","(None)"
"0 - Donation Goal","Make Yang eat his vegetables","Final Fantasy IV","Yang has been a naughty monk by leaving his vegetables untouched. Donate to make him finish his plate.","$20,194.01","$20,000.00"
"0 - Donation Goal","Nuke Glitch into Crazy Town","Final Fantasy IV","There exists a recently discovered glitch in Final Fantasy 4 that causes a whole bunch of really silly things to happen. Donate, and we show it off.","$26,028.01","$25,000.00"
"0 - Bid War","Palom&#39;s Name","Final Fantasy IV","Choose the name given to Palom for the Final Fantasy IV run. 6 character limit.","$2,259.70","(None)"
"1 - Bid option","Mac","Final Fantasy IV","","$1,098.7","(None)"
"1 - Bid option","Porom","Final Fantasy IV","","$362.0","(None)"
"1 - Bid option","Bagu","Final Fantasy IV","","$230.0","(None)"
"1 - Bid option","JP","Final Fantasy IV","","$170.0","(None)"
"1 - Bid option","CPG","Final Fantasy IV","","$150.0","(None)"
"1 - Bid option","Parom","Final Fantasy IV","","$120.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$69.0","(None)"
"1 - Bid option","Palom","Final Fantasy IV","","$30.0","(None)"
"1 - Bid option","Clay","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Queen","Final Fantasy IV","","$5.0","(None)"
"0 - Bid War","Porom&#39;s Name","Final Fantasy IV","Choose the name given to Porom for the Final Fantasy IV run. 6 character limit.","$2,632.36","(None)"
"1 - Bid option","Cheese","Final Fantasy IV","","$1,525.9","(None)"
"1 - Bid option","Palom","Final Fantasy IV","","$517.0","(None)"
"1 - Bid option","Queen","Final Fantasy IV","","$439.4","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$70.0","(None)"
"1 - Bid option","Alice","Final Fantasy IV","","$30.0","(None)"
"1 - Bid option","Hbox","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Achin&#39;","Final Fantasy IV","","$25.0","(None)"
"0 - Bid War","Rosa&#39;s Name","Final Fantasy IV","Choose the name given to Rosa for the Final Fantasy IV run. 6 character limit.","$1,235.80","(None)"
"1 - Bid option","Klaige","Final Fantasy IV","","$1,145.8","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$45.0","(None)"
"1 - Bid option","Wendy","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","Kid8","Final Fantasy IV","","$20.0","(None)"
"0 - Bid War","Rydia&#39;s Name","Final Fantasy IV","Choose the name given to Rydia for the Final Fantasy IV run. 6 character limit.","$5,178.14","(None)"
"1 - Bid option","Bethus","Final Fantasy IV","","$3,000.0","(None)"
"1 - Bid option","Waifu","Final Fantasy IV","","$1,456.0","(None)"
"1 - Bid option","Liana","Final Fantasy IV","","$456.0","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$108.0","(None)"
"1 - Bid option","Schala","Final Fantasy IV","","$60.0","(None)"
"1 - Bid option","Spoony","Final Fantasy IV","","$55.0","(None)"
"1 - Bid option","Batman","Final Fantasy IV","","$20.0","(None)"
"1 - Bid option","Hilde","Final Fantasy IV","","$12.6","(None)"
"1 - Bid option","Alice","Final Fantasy IV","","$10.5","(None)"
"0 - Bid War","Tellah&#39;s Name","Final Fantasy IV","Choose the name given to Tellah for the Final Fantasy IV run. 6 character limit.","$5,515.68","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$3,338.7","(None)"
"1 - Bid option","Guzz","Final Fantasy IV","","$1,021.9","(None)"
"1 - Bid option","MAX300","Final Fantasy IV","","$800.0","(None)"
"1 - Bid option","Hootie","Final Fantasy IV","","$177.0","(None)"
"1 - Bid option","Nonno","Final Fantasy IV","","$110.0","(None)"
"1 - Bid option","FuSoYa","Final Fantasy IV","","$68.0","(None)"
"0 - Bid War","Yang&#39;s Name","Final Fantasy IV","Choose the name given to Yang for the Final Fantasy IV run. 6 character limit.","$2,131.72","(None)"
"1 - Bid option","Happy","Final Fantasy IV","","$1,481.5","(None)"
"1 - Bid option","Yin","Final Fantasy IV","","$215.0","(None)"
"1 - Bid option","Pork","Final Fantasy IV","","$210.0","(None)"
"1 - Bid option","Sue","Final Fantasy IV","","$170.1","(None)"
"1 - Bid option","ARBYS","Final Fantasy IV","","$25.0","(None)"
"1 - Bid option","DaWey","Final Fantasy IV","","$20.0","(None)"
"1 - Bid option","Groose","Final Fantasy IV","","$10.0","(None)"
"0 - Bid War","Choose the Character Sprites","The Legend of Zelda: A Link to the Past","Choose the character sprites used for the Link to the Past Randomiser run. Top two choices are selected.","$31,127.29","(None)"
"1 - Bid option","Mog the Moogle","The Legend of Zelda: A Link to the Past","","$8,498.6","(None)"
"1 - Bid option","Dark Link","The Legend of Zelda: A Link to the Past","","$5,486.0","(None)"
"1 - Bid option","Zelda","The Legend of Zelda: A Link to the Past","","$5,135.8","(None)"
"1 - Bid option","Luigi","The Legend of Zelda: A Link to the Past","","$4,679.2","(None)"
"1 - Bid option","Samus","The Legend of Zelda: A Link to the Past","","$2,516.4","(None)"
"1 - Bid option","Ganondorf","The Legend of Zelda: A Link to the Past","","$1,606.6","(None)"
"1 - Bid option","Pug","The Legend of Zelda: A Link to the Past","","$1,474.0","(None)"
"1 - Bid option","Roy Koopa","The Legend of Zelda: A Link to the Past","","$904.8","(None)"
"1 - Bid option","Link (Default)","The Legend of Zelda: A Link to the Past","","$825.6","(None)"
"0 - Donation Goal","Swordless Mode","The Legend of Zelda: A Link to the Past","If met, the Link to the Past Randomiser will be run on Swordless mode rather than Open mode. This makes the run significantly harder.","$50,788.23","$50,000.00"
"0 - Bid War","Validate the Run","The Legend of Zelda: A Link to the Past","During the course of the Link to the Past Randomiser run, the runners will have the opportunity to open the Run Validation Chest. This chest costs time to open and is very unlikely to have something that benefits the runners, but the run itself is not Valid until the chest has been opened. Decide whether Run Validity trumps saving time.","$43,752.39","(None)"
"1 - Bid option","Validate it","The Legend of Zelda: A Link to the Past","","$26,334.2","(None)"
"1 - Bid option","Invalidate it","The Legend of Zelda: A Link to the Past","","$17,418.1","(None)"
"0 - Donation Goal","BONUS GAME: Super Dram World 2","Super Dram World 2","Replace SETUP BLOCK 7 with a Super Dram World 2 100% run by grandpoobear.","$126,823.48","$125,000.00"
"0 - Bid War","Save or Kill the Baby Yoshis","Super Dram World 2","During the Super Dram World 2 run, there are three Baby Yoshis that you can either let live, or kill. Decide their fate.","$142,799.27","(None)"
"1 - Bid option","Kill the Baby Yoshis","Super Dram World 2","","$75,208.3","(None)"
"1 - Bid option","Save the Baby Yoshis","Super Dram World 2","","$67,590.9","(None)"
"0 - Donation Goal","TASBot plays Super Dram World 2","Super Dram World 2","If met, TASBot will take its turn at breaking Super Dram World 2 after the unassisted run is complete.","$26,752.50","$25,000.00"
"0 - Bid War","Choose the Language","The Legend of Zelda: Breath of the Wild","Choose the language used for the Legend of Zelda: Breath of the Wild run.","$68,984.87","(None)"
"1 - Bid option","English","The Legend of Zelda: Breath of the Wild","","$26,201.8","(None)"
"1 - Bid option","German","The Legend of Zelda: Breath of the Wild","","$23,577.5","(None)"
"1 - Bid option","Japanese","The Legend of Zelda: Breath of the Wild","","$9,934.0","(None)"
"1 - Bid option","French","The Legend of Zelda: Breath of the Wild","","$3,590.1","(None)"
"1 - Bid option","Dutch","The Legend of Zelda: Breath of the Wild","","$2,569.0","(None)"
"1 - Bid option","Russian","The Legend of Zelda: Breath of the Wild","","$1,316.1","(None)"
"1 - Bid option","Spanish","The Legend of Zelda: Breath of the Wild","","$1,008.0","(None)"
"1 - Bid option","Italian","The Legend of Zelda: Breath of the Wild","","$498.1","(None)"
"1 - Bid option","Portuguese","The Legend of Zelda: Breath of the Wild","","$290.0","(None)"
"0 - Donation Goal","Create a Majestic Mechanical Flying Steed","The Legend of Zelda: Breath of the Wild","If met, atz will create and ride a majestic mechanical flying vehicle into the final battle of the Legend of Zelda: Breath of the Wild run.","$147,322.77","$250,000.00"
"0 - Bid War","Name the Horse","The Legend of Zelda: Breath of the Wild","Choose the name given to the Horse used during the Legend of Zelda: Breath of the Wild run. 9 character limit.","$209,480.38","(None)"
"1 - Bid option","Rochefort","The Legend of Zelda: Breath of the Wild","","$50,817.8","(None)"
"1 - Bid option","Yobby","The Legend of Zelda: Breath of the Wild","","$49,151.1","(None)"
"1 - Bid option","Iwata","The Legend of Zelda: Breath of the Wild","","$22,790.0","(None)"
"1 - Bid option","my dude","The Legend of Zelda: Breath of the Wild","","$18,624.0","(None)"
"1 - Bid option","Daddy","The Legend of Zelda: Breath of the Wild","","$8,142.4","(None)"
"1 - Bid option","Woomy","The Legend of Zelda: Breath of the Wild","","$8,087.4","(None)"
"1 - Bid option","Agro","The Legend of Zelda: Breath of the Wild","","$5,321.7","(None)"
"1 - Bid option","Bojack","The Legend of Zelda: Breath of the Wild","","$3,684.1","(None)"
"1 - Bid option","Beefaroni","The Legend of Zelda: Breath of the Wild","","$2,997.6","(None)"
"1 - Bid option","hOwOrse","The Legend of Zelda: Breath of the Wild","","$2,890.4","(None)"
"1 - Bid option","Runners choice","The Legend of Zelda: Breath of the Wild","","$2,060.0","(None)"
"1 - Bid option","Torsey","The Legend of Zelda: Breath of the Wild","","$1,965.8","(None)"
"1 - Bid option","Flapjack","The Legend of Zelda: Breath of the Wild","","$1,856.0","(None)"
"1 - Bid option","Roach","The Legend of Zelda: Breath of the Wild","","$1,829.5","(None)"
"1 - Bid option","Reinhardt","The Legend of Zelda: Breath of the Wild","","$1,686.0","(None)"
"1 - Bid option","Aggro","The Legend of Zelda: Breath of the Wild","","$1,680.0","(None)"
"1 - Bid option","i kno de way","The Legend of Zelda: Breath of the Wild","","$1,634.1","(None)"
"1 - Bid option","Spaghett","The Legend of Zelda: Breath of the Wild","","$1,487.0","(None)"
"1 - Bid option","Gluestick","The Legend of Zelda: Breath of the Wild","","$1,475.0","(None)"
"1 - Bid option","Harambe","The Legend of Zelda: Breath of the Wild","","$1,432.4","(None)"
"1 - Bid option","Epona #27","The Legend of Zelda: Breath of the Wild","","$1,371.4","(None)"
"1 - Bid option","Hodor","The Legend of Zelda: Breath of the Wild","","$1,211.8","(None)"
"1 - Bid option","Shadowfax","The Legend of Zelda: Breath of the Wild","","$1,158.0","(None)"
"1 - Bid option","waluigi","The Legend of Zelda: Breath of the Wild","","$1,115.0","(None)"
"1 - Bid option","Epona","The Legend of Zelda: Breath of the Wild","","$1,028.0","(None)"
"1 - Bid option","RoastBeef","The Legend of Zelda: Breath of the Wild","","$940.1","(None)"
"1 - Bid option","Dijon","The Legend of Zelda: Breath of the Wild","","$711.8","(None)"
"1 - Bid option","Garyl","The Legend of Zelda: Breath of the Wild","","$710.5","(None)"
"1 - Bid option","Fuzzy","The Legend of Zelda: Breath of the Wild","","$698.0","(None)"
"1 - Bid option","DS DAD","The Legend of Zelda: Breath of the Wild","","$693.5","(None)"
"1 - Bid option","Rosinante","The Legend of Zelda: Breath of the Wild","","$670.0","(None)"
"1 - Bid option","Elmer","The Legend of Zelda: Breath of the Wild","","$613.7","(None)"
"1 - Bid option","DeWay","The Legend of Zelda: Breath of the Wild","","$576.6","(None)"
"1 - Bid option","Johnny","The Legend of Zelda: Breath of the Wild","","$550.0","(None)"
"1 - Bid option","mom","The Legend of Zelda: Breath of the Wild","","$540.0","(None)"
"1 - Bid option","orb","The Legend of Zelda: Breath of the Wild","","$516.0","(None)"
"1 - Bid option","Cow","The Legend of Zelda: Breath of the Wild","","$421.0","(None)"
"1 - Bid option","MyLilPony","The Legend of Zelda: Breath of the Wild","","$380.0","(None)"
"1 - Bid option","Beefageti","The Legend of Zelda: Breath of the Wild","","$366.9","(None)"
"1 - Bid option","PnutButtr","The Legend of Zelda: Breath of the Wild","","$360.0","(None)"
"1 - Bid option","Scooter","The Legend of Zelda: Breath of the Wild","","$355.0","(None)"
"1 - Bid option","Murr","The Legend of Zelda: Breath of the Wild","","$350.8","(None)"
"1 - Bid option","Buddy","The Legend of Zelda: Breath of the Wild","","$326.0","(None)"
"1 - Bid option","Jeff","The Legend of Zelda: Breath of the Wild","","$266.3","(None)"
"1 - Bid option","Zelma","The Legend of Zelda: Breath of the Wild","","$245.0","(None)"
"1 - Bid option","Blueberry","The Legend of Zelda: Breath of the Wild","","$230.0","(None)"
"1 - Bid option","Alonwyn","The Legend of Zelda: Breath of the Wild","","$229.0","(None)"
"1 - Bid option","Sheep","The Legend of Zelda: Breath of the Wild","","$225.0","(None)"
"1 - Bid option","Beeb","The Legend of Zelda: Breath of the Wild","","$205.0","(None)"
"1 - Bid option","Ramrod","The Legend of Zelda: Breath of the Wild","","$205.0","(None)"
"1 - Bid option","Motti","The Legend of Zelda: Breath of the Wild","","$200.0","(None)"
"1 - Bid option","Twinkles","The Legend of Zelda: Breath of the Wild","","$190.0","(None)"
"1 - Bid option","Ymyt","The Legend of Zelda: Breath of the Wild","","$160.0","(None)"
"1 - Bid option","PandaDes","The Legend of Zelda: Breath of the Wild","","$150.0","(None)"
"1 - Bid option","Romscout","The Legend of Zelda: Breath of the Wild","","$150.0","(None)"
"1 - Bid option","Yosh","The Legend of Zelda: Breath of the Wild","","$145.0","(None)"
"1 - Bid option","AngrSword","The Legend of Zelda: Breath of the Wild","","$135.0","(None)"
"1 - Bid option","Fufu","The Legend of Zelda: Breath of the Wild","","$125.0","(None)"
"1 - Bid option","Oreo","The Legend of Zelda: Breath of the Wild","","$112.0","(None)"
"1 - Bid option","DrHorseMD","The Legend of Zelda: Breath of the Wild","","$105.0","(None)"
"1 - Bid option","Link","The Legend of Zelda: Breath of the Wild","","$91.1","(None)"
"1 - Bid option","Kraken","The Legend of Zelda: Breath of the Wild","","$80.8","(None)"
"1 - Bid option","Elenor","The Legend of Zelda: Breath of the Wild","","$75.0","(None)"
"1 - Bid option","Keepo","The Legend of Zelda: Breath of the Wild","","$75.0","(None)"
"1 - Bid option","Dimond","The Legend of Zelda: Breath of the Wild","","$70.0","(None)"
"1 - Bid option","Glue","The Legend of Zelda: Breath of the Wild","","$65.5","(None)"
"1 - Bid option","Corsair","The Legend of Zelda: Breath of the Wild","","$60.0","(None)"
"1 - Bid option","Geronimo","The Legend of Zelda: Breath of the Wild","","$60.0","(None)"
"1 - Bid option","Andge","The Legend of Zelda: Breath of the Wild","","$55.0","(None)"
"1 - Bid option","ArrGeeEll","The Legend of Zelda: Breath of the Wild","","$50.0","(None)"
"1 - Bid option","Jessica","The Legend of Zelda: Breath of the Wild","","$50.0","(None)"
"1 - Bid option","Maurice","The Legend of Zelda: Breath of the Wild","","$50.0","(None)"
"1 - Bid option","KilAnimal","The Legend of Zelda: Breath of the Wild","","$40.0","(None)"
"1 - Bid option","Luigi","The Legend of Zelda: Breath of the Wild","","$40.0","(None)"
"1 - Bid option","Fabienne","The Legend of Zelda: Breath of the Wild","","$36.5","(None)"
"1 - Bid option","CORAL","The Legend of Zelda: Breath of the Wild","","$35.9","(None)"
"1 - Bid option","Rose","The Legend of Zelda: Breath of the Wild","","$35.0","(None)"
"1 - Bid option","Sent","The Legend of Zelda: Breath of the Wild","","$35.0","(None)"
"1 - Bid option","Jones","The Legend of Zelda: Breath of the Wild","","$25.0","(None)"
"1 - Bid option","Wakaflaka","The Legend of Zelda: Breath of the Wild","","$25.0","(None)"
"1 - Bid option","Sparkles","The Legend of Zelda: Breath of the Wild","","$20.0","(None)"
"1 - Bid option","ikki","The Legend of Zelda: Breath of the Wild","","$15.0","(None)"
"1 - Bid option","EarlyOs","The Legend of Zelda: Breath of the Wild","","$10.8","(None)"
"1 - Bid option","DevlDaddy","The Legend of Zelda: Breath of the Wild","","$10.0","(None)"
"1 - Bid option","Kawauso","The Legend of Zelda: Breath of the Wild","","$10.0","(None)"
"1 - Bid option","Jaky","The Legend of Zelda: Breath of the Wild","","$5.0","(None)"
"0 - Donation Goal","Play on Master Mode","The Legend of Zelda: Breath of the Wild","If met, atz will play on Master Mode for the Legend of Zelda: Breath of the Wild run.","$50,278.74","$50,000.00"
